id,account_num,amount,currency,trx_type,account_to,narrative,status_trx,trx_date,trx_time,criteria_anomali,description_anomali,code_transaction,created_by,created_date,updated_by,updated_date
5b67e799-93ee-4d53-a4ec-8527c156b31c,5581764356,251000,IDR,D,8027275389,Transfer ke BNI - RINA NUGROHO,SUCCESS,2025-09-05,21:39:48,0,Normal,TRX:nHSAGcSl7AmUAkq85TU2fw,SYSTEM,2025-09-07 11:31:32.738366,SYSTEM,2025-09-07 11:31:32.738367
1c0a0665-4bce-432d-a2af-20f99e297af6,1262316554,225000,IDR,D,7573055140,Transfer ke BRI - DAVID GARCIA,SUCCESS,2025-09-05,21:39:49,0,Normal,TRX:PiwBskWfPpDpvcDBf7Cwhb,SYSTEM,2025-09-07 11:31:32.738369,SYSTEM,2025-09-07 11:31:32.738369
23f58a0a-be9f-427e-bf21-ad6dc86d5b56,4781868184,27000,IDR,D,7568406940,Transfer ke BNI - JOKO FIRMANSYAH,SUCCESS,2025-09-05,21:39:50,0,Normal,TRX:tHDWqVdQHVuaAq9ETsRGYY,SYSTEM,2025-09-07 11:31:32.738371,SYSTEM,2025-09-07 11:31:32.738371
f0388600-c38c-4f18-bc41-9eb01c528f4b,4043454456,106000,IDR,D,8282691405,Transfer ke BNI - RAHMAT UTAMA,SUCCESS,2025-09-05,21:39:51,0,Normal,TRX:zB6ayO7zr5sZpmBVhcKqPW,SYSTEM,2025-09-07 11:31:32.738372,SYSTEM,2025-09-07 11:31:32.738373
f3f9679f-efbc-439e-a70b-f74865358d2b,7283194447,84000,IDR,D,3579800165,Transfer ke BNI - RATNA WIBISONO,SUCCESS,2025-09-05,21:39:53,0,Normal,TRX:cJKgHrlC-ADGOuPvPvkwiX,SYSTEM,2025-09-07 11:31:32.738374,SYSTEM,2025-09-07 11:31:32.738374
30dc715a-b83b-438d-b25e-d1af9c0b884c,6273387403,475000,IDR,D,9862146667,Transfer ke BNI - INTAN NUGROHO,SUCCESS,2025-09-05,21:39:54,0,Normal,TRX:41D2e2BpwnXzcT3Bj3-94a,SYSTEM,2025-09-07 11:31:32.738381,SYSTEM,2025-09-07 11:31:32.738381
3cbe9ae2-26ae-4402-9f19-7b86a1efe353,3102671140,87000,IDR,D,7635243971,Transfer ke MANDIRI - LINDA MARTINEZ,SUCCESS,2025-09-05,21:39:55,0,Normal,TRX:T0H-EknLWay19ZI7bLYKOC,SYSTEM,2025-09-07 11:31:32.738383,SYSTEM,2025-09-07 11:31:32.738383
99150934-2525-497d-a56b-2613d5f63c65,4182583015,191000,IDR,D,9226426184,Transfer ke BNI - SURYA SUSANTO,SUCCESS,2025-09-05,21:39:57,0,Normal,TRX:hk0LOAIFfYTQQKVqEMV7TP,SYSTEM,2025-09-07 11:31:32.738385,SYSTEM,2025-09-07 11:31:32.738385
469e92e9-f86c-4a7a-838c-c20238ef73a8,4993400030,373000,IDR,D,5372118428,Transfer ke PERMATA - JAMES MILLER,SUCCESS,2025-09-05,21:39:58,0,Normal,TRX:GpuI3RY9ToweU32cHkpqN2,SYSTEM,2025-09-07 11:31:32.738387,SYSTEM,2025-09-07 11:31:32.738387
af8449d3-42d0-4f0f-b8a9-234ebed8dec9,5869740843,169000,IDR,D,2118424454,Transfer ke BRI - PATRICIA BROWN,SUCCESS,2025-09-05,21:39:59,0,Normal,TRX:UGvPRehthsnpxMqNnSQzrZ,SYSTEM,2025-09-07 11:31:32.738389,SYSTEM,2025-09-07 11:31:32.738389
547510c4-5653-4fd1-a740-88b88cac5582,1368927904,774000,IDR,D,3974018136,Transfer ke BNI - RATNA NUGROHO,SUCCESS,2025-09-05,21:40:00,0,Normal,TRX:x6YaU9ym3q9QDd3T8VCaIb,SYSTEM,2025-09-07 11:31:32.738391,SYSTEM,2025-09-07 11:31:32.738391
0ab756d7-929d-4476-8091-9064f31ac4e5,2344087545,859000,IDR,D,8373544187,Transfer ke PERMATA - JAMES SMITH,SUCCESS,2025-09-05,21:40:02,0,Normal,TRX:43GxWyhaVKa47aVjk4VVMU,SYSTEM,2025-09-07 11:31:32.738392,SYSTEM,2025-09-07 11:31:32.738393
1f89b913-c3b2-4679-a7f5-5d0e36eef73a,4043454456,961000,IDR,D,9130076137,Transfer ke BNI - TIARA SUSANTO,SUCCESS,2025-09-05,21:40:03,0,Normal,TRX:Kwr-q6ByVhDpO6DWSz-VOD,SYSTEM,2025-09-07 11:31:32.738395,SYSTEM,2025-09-07 11:31:32.738395
fcf00d89-55a6-4b97-89f8-fc5012b6d0c6,4026773905,319000,IDR,D,7337980136,Transfer ke BNI - ANISA HARYANTO,SUCCESS,2025-09-05,21:40:04,0,Normal,TRX:Rg6itaMc7XINiz4UKHTXiJ,SYSTEM,2025-09-07 11:31:32.738396,SYSTEM,2025-09-07 11:31:32.738396
04b7d0f7-5a50-497b-a970-fc862ff62160,5581764356,111000,IDR,D,6755580006,Transfer ke BRI - JOHN JONES,SUCCESS,2025-09-05,21:40:05,0,Normal,TRX:W0G9UcLxQbPNy-FdlLNe4l,SYSTEM,2025-09-07 11:31:32.738398,SYSTEM,2025-09-07 11:31:32.738398
49156165-4707-4aac-8455-7ace10d1c835,7886988617,174000,IDR,D,2315399362,Transfer ke CIMB - ELIZABETH RODRIGUEZ,SUCCESS,2025-09-05,21:40:07,0,Normal,TRX:FGsOcnLGsjkIWdXKcwgFxN,SYSTEM,2025-09-07 11:31:32.738400,SYSTEM,2025-09-07 11:31:32.738400
a04aff03-a74c-4595-aa1d-3f81234a62ec,3191464702,14000,IDR,D,9717606490,Transfer ke MANDIRI - LINDA JONES,SUCCESS,2025-09-05,21:40:08,0,Normal,TRX:zCnxQh9xiAEIf7SxwA2NJF,SYSTEM,2025-09-07 11:31:32.738404,SYSTEM,2025-09-07 11:31:32.738404
dd857d24-7555-4eb0-8897-1082e1103d90,9364768077,81000,IDR,D,8752601836,Transfer ke BRI - MICHAEL SMITH,SUCCESS,2025-09-05,21:40:09,0,Normal,TRX:4A0jSMUIjf5v5Y174QdG23,SYSTEM,2025-09-07 11:31:32.738406,SYSTEM,2025-09-07 11:31:32.738406
4a439789-dbb2-483a-8709-fcdda4257481,3651780355,164000,IDR,D,4832835394,Transfer ke BNI - FARAH PRATAMA,SUCCESS,2025-09-05,21:40:11,0,Normal,TRX:tgh9hJqHwvKogx9FvhWCXd,SYSTEM,2025-09-07 11:31:32.738408,SYSTEM,2025-09-07 11:31:32.738408
db672225-928a-43e8-b2ed-daf6ede7c46d,1743495192,64000,IDR,D,2152159248,Transfer ke CIMB - ELIZABETH RODRIGUEZ,SUCCESS,2025-09-05,21:40:12,0,Normal,TRX:Ks-CWI26jaaSpQ630eXb8U,SYSTEM,2025-09-07 11:31:32.738410,SYSTEM,2025-09-07 11:31:32.738410
48e5706e-24c4-4809-a16f-e8fd09e0be71,1382294053,18000,IDR,D,5982410387,Transfer ke PERMATA - LINDA MILLER,SUCCESS,2025-09-05,21:40:13,0,Normal,TRX:yA021zjA-rRGRgdlWE3DnT,SYSTEM,2025-09-07 11:31:32.738412,SYSTEM,2025-09-07 11:31:32.738412
3bf79427-c574-4d34-ba2a-342ec90c4e01,4389411164,234000,IDR,D,8546180062,Transfer ke BCA - BARBARA JOHNSON,SUCCESS,2025-09-05,21:40:14,0,Normal,TRX:VvPmu-FaeWBAGA7-cJXnPn,SYSTEM,2025-09-07 11:31:32.738413,SYSTEM,2025-09-07 11:31:32.738414
7a5ad3b1-c525-40cc-8501-7ad7e62ed3bf,6470169667,657000,IDR,D,9444447804,Transfer ke BNI - TIARA HIDAYAT,SUCCESS,2025-09-05,21:40:16,0,Normal,TRX:SqZcyzHiCzQ497u5Ka5VuD,SYSTEM,2025-09-07 11:31:32.738415,SYSTEM,2025-09-07 11:31:32.738415
15067efd-0e01-446b-9336-add0eecea7be,7335752002,879000,IDR,D,6828233771,Transfer ke BNI - SITI NUGRAHA,SUCCESS,2025-09-05,21:40:17,0,Normal,TRX:ePo7It4CwXisP9fyi06QHw,SYSTEM,2025-09-07 11:31:32.738417,SYSTEM,2025-09-07 11:31:32.738417
885d89bb-19f9-4c8c-a7ae-e716adf19246,8150956541,145000,IDR,D,4630119667,Transfer ke PERMATA - DAVID MILLER,SUCCESS,2025-09-05,21:40:18,0,Normal,TRX:ClnuXfUQsWaRNxLLd6D6Hx,SYSTEM,2025-09-07 11:31:32.738419,SYSTEM,2025-09-07 11:31:32.738419
f3b1f6ce-ee9c-417e-8483-08fc1254e783,4816844400,85000,IDR,D,1132211236,Transfer ke MANDIRI - MICHAEL DAVIS,SUCCESS,2025-09-05,21:40:19,0,Normal,TRX:lWWDKASs6S1SQpkuLUFzCi,SYSTEM,2025-09-07 11:31:32.738421,SYSTEM,2025-09-07 11:31:32.738421
20f46ffc-7f79-4a18-be2a-285454880c34,2009488263,66000,IDR,D,7152874220,Transfer ke BNI - ANDI ADITYA,SUCCESS,2025-09-05,21:40:21,0,Normal,TRX:HGv1dilvuqZL9VkVMFrTZ4,SYSTEM,2025-09-07 11:31:32.738424,SYSTEM,2025-09-07 11:31:32.738424
0138a0ca-6e83-4965-af3c-ba069c9cc712,4816844400,183000,IDR,D,4217283170,Transfer ke PERMATA - BARBARA MARTINEZ,SUCCESS,2025-09-05,21:40:22,0,Normal,TRX:IizXFax48HSr5w-u3sOzV4,SYSTEM,2025-09-07 11:31:32.738426,SYSTEM,2025-09-07 11:31:32.738426
0192578d-9a76-4fdf-ab57-5e05b61c8501,1241839674,190000,IDR,D,2404495094,Transfer ke BNI - ANISA MAHARDIKA,SUCCESS,2025-09-05,21:40:23,0,Normal,TRX:pYOfQ-vvzRbPnZMoqCyf4Z,SYSTEM,2025-09-07 11:31:32.738427,SYSTEM,2025-09-07 11:31:32.738428
413c4059-64fe-4623-889d-5558d5716113,3730268254,155000,IDR,D,5807525599,Transfer ke MANDIRI - JAMES JONES,SUCCESS,2025-09-05,21:40:24,0,Normal,TRX:QnxuL2ZFcKTtqFU-eDUVce,SYSTEM,2025-09-07 11:31:32.738429,SYSTEM,2025-09-07 11:31:32.738429
45d00f9c-bbfc-46c2-9db3-cdc4e27633cb,2568717746,442000,IDR,D,4897612986,Transfer ke JAGO - MICHAEL SMITH,SUCCESS,2025-09-05,21:40:26,0,Normal,TRX:QORjLY4wvpigiERnpUUpgr,SYSTEM,2025-09-07 11:31:32.738431,SYSTEM,2025-09-07 11:31:32.738431
52482ecd-16b7-4263-bf84-12ff4fd45498,5714971371,838000,IDR,D,5481857052,Transfer ke CIMB - DAVID JONES,SUCCESS,2025-09-05,21:40:27,0,Normal,TRX:gC4DQEhbC4a0FMJceFd9q5,SYSTEM,2025-09-07 11:31:32.738433,SYSTEM,2025-09-07 11:31:32.738433
d8192778-1ad9-42f4-b664-d264842bdff4,5696459759,4959000,IDR,D,4620870523,Transfer ke BRI - DAVID JONES,SUCCESS,2025-09-05,21:40:28,0,Normal,TRX:aboG0hMmuKIROgkLugvrYQ,SYSTEM,2025-09-07 11:31:32.738434,SYSTEM,2025-09-07 11:31:32.738435
4de2a7fd-1606-448d-ab8a-9269464e5deb,4844382491,95000,IDR,D,3384026449,Transfer ke BNI - TRI NUGROHO,SUCCESS,2025-09-05,21:40:29,0,Normal,TRX:AkV-zRdfdsOc3YlijWDGJR,SYSTEM,2025-09-07 11:31:32.738437,SYSTEM,2025-09-07 11:31:32.738437
6860dcd2-232c-492b-aa70-5b41cef0d86a,8308950192,62000,IDR,D,4137050025,Transfer ke BNI - RATNA FIRMANSYAH,SUCCESS,2025-09-05,21:40:31,0,Normal,TRX:ULNDXrqneMONONd52WQ4X0,SYSTEM,2025-09-07 11:31:32.738439,SYSTEM,2025-09-07 11:31:32.738439
cea806b1-fdd7-4104-aef5-7f31f1b2e98a,4043454456,774000,IDR,D,2525725520,Transfer ke MANDIRI - JOHN DAVIS,SUCCESS,2025-09-05,21:40:32,0,Normal,TRX:tVCgo9BUcMvqKEkUVI32rX,SYSTEM,2025-09-07 11:31:32.738441,SYSTEM,2025-09-07 11:31:32.738441
59035ee9-27f8-40eb-b43e-82bbc3bef6b0,7220735299,123000,IDR,D,3474175201,Transfer ke JAGO - LINDA MARTINEZ,SUCCESS,2025-09-05,21:40:33,0,Normal,TRX:O15Z9HlLDGAMfigibFGfvP,SYSTEM,2025-09-07 11:31:32.738442,SYSTEM,2025-09-07 11:31:32.738443
dd138229-d742-40bc-98a1-d2a5d3653c16,5448204908,566000,IDR,D,8164551032,Transfer ke BNI - YUDA PRATAMA,SUCCESS,2025-09-05,21:40:35,0,Normal,TRX:IHV7DMRUgbUkZZEXVSN76G,SYSTEM,2025-09-07 11:31:32.738444,SYSTEM,2025-09-07 11:31:32.738444
b6fe7bf8-1924-4de5-ab8a-c356091ff0d6,1047952711,766000,IDR,D,2886186676,Transfer ke BNI - LESTARI HIDAYAT,SUCCESS,2025-09-05,21:40:36,0,Normal,TRX:rpAkW5L3lOMblGdmwP3GwB,SYSTEM,2025-09-07 11:31:32.738446,SYSTEM,2025-09-07 11:31:32.738446
c70e0840-e40e-4055-83ae-f584f184d36c,6129732501,289000,IDR,D,9914754324,Transfer ke BNI - ANDI RAHARJA,SUCCESS,2025-09-05,21:40:37,0,Normal,TRX:boSE-hOS2K1G6Fis3a3cFd,SYSTEM,2025-09-07 11:31:32.738448,SYSTEM,2025-09-07 11:31:32.738448
94637088-37fa-4053-80c4-e3a5832ede2b,6542245179,525000,IDR,D,2775550361,Transfer ke BNI - ANDI SUSANTO,SUCCESS,2025-09-05,21:40:38,0,Normal,TRX:AuboBjB-X87oDeZeSABC-M,SYSTEM,2025-09-07 11:31:32.738450,SYSTEM,2025-09-07 11:31:32.738450
fa8c21e1-420b-4900-8e7a-6d2bec92fa7f,2806519153,89000,IDR,D,9130076137,Transfer ke BNI - TIARA SUSANTO,SUCCESS,2025-09-05,21:40:40,0,Normal,TRX:mgr198DAW3X0TTShwRrUWO,SYSTEM,2025-09-07 11:31:32.738452,SYSTEM,2025-09-07 11:31:32.738452
d9041a77-27e0-4e5e-b162-fa25b204cae4,9153637251,19000,IDR,D,9953632820,Transfer ke CIMB - JAMES BROWN,SUCCESS,2025-09-05,21:40:41,0,Normal,TRX:P1mORfmk9kuZNPr8FPof4n,SYSTEM,2025-09-07 11:31:32.738453,SYSTEM,2025-09-07 11:31:32.738454
3bfd50dd-d01b-4b79-95bf-3194c3892cff,1292991251,89000,IDR,D,4118029628,Transfer ke BNI - AYU SETIAWAN,SUCCESS,2025-09-05,21:40:42,0,Normal,TRX:GoHPvKFy4qN56ps1iwNDph,SYSTEM,2025-09-07 11:31:32.738456,SYSTEM,2025-09-07 11:31:32.738456
a5e2a089-4db2-4eed-87df-54c704cf17b5,5981094393,66000,IDR,D,8756833495,Transfer ke BRI - MARY SMITH,SUCCESS,2025-09-05,21:40:43,0,Normal,TRX:0Cx4vXPcsX7dd0t5JjTGhe,SYSTEM,2025-09-07 11:31:32.738458,SYSTEM,2025-09-07 11:31:32.738458
ca4e6671-5a0b-4415-9757-2d5637eb4e9f,4864883510,227000,IDR,D,7475191410,Transfer ke BNI - ILHAM PERMANA,SUCCESS,2025-09-05,21:40:45,0,Normal,TRX:zVOusmqHEbVnW70u4OaRmc,SYSTEM,2025-09-07 11:31:32.738459,SYSTEM,2025-09-07 11:31:32.738460
25f011f9-d2c5-4639-b5c0-b7f68b642b3f,3119257051,179000,IDR,D,5222995229,Transfer ke BNI - MELATI ADITYA,SUCCESS,2025-09-05,21:40:46,0,Normal,TRX:5cNBXuo9AMGch3z2r3VQ9p,SYSTEM,2025-09-07 11:31:32.738461,SYSTEM,2025-09-07 11:31:32.738461
eecf1edc-6d78-466b-bab7-d222d0c948b8,2069316074,546000,IDR,D,6177063022,Transfer ke BRI - PATRICIA SMITH,SUCCESS,2025-09-05,21:40:47,0,Normal,TRX:2UhwKQxIzV9BPI7e2LcT8C,SYSTEM,2025-09-07 11:31:32.738463,SYSTEM,2025-09-07 11:31:32.738463
f6438593-5b0d-430d-87a3-33a482049145,8610438478,3599000,IDR,D,3008912751,Transfer ke BNI - ANDI MAHARDIKA,SUCCESS,2025-09-05,21:40:49,0,Normal,TRX:z5BiBol7B5RZME32W1k0mq,SYSTEM,2025-09-07 11:31:32.738465,SYSTEM,2025-09-07 11:31:32.738465
8718e39a-9f16-4afb-bee4-ecbd62087219,9884602555,859000,IDR,D,1241839674,Transfer ke BNI - BAYU PRASETYO,SUCCESS,2025-09-05,21:40:50,0,Normal,TRX:w0U137QBZKecEwmLBdMC2m,SYSTEM,2025-09-07 11:31:32.738467,SYSTEM,2025-09-07 11:31:32.738467
9ab49d53-b6fd-4504-84d3-feb40302203a,9862146667,861000,IDR,D,8634081773,Transfer ke BNI - YUDA KUSUMA,SUCCESS,2025-09-05,21:40:51,0,Normal,TRX:yHfUuYafxEFqXhrWeL5Nik,SYSTEM,2025-09-07 11:31:32.738468,SYSTEM,2025-09-07 11:31:32.738469
c5dcbe27-885f-4d53-bcd5-243b2184c27c,1670620925,78000,IDR,D,1654148174,Transfer ke PERMATA - MICHAEL DAVIS,SUCCESS,2025-09-05,21:40:52,0,Normal,TRX:NQDphbH-9YvvHiQtmuPsVz,SYSTEM,2025-09-07 11:31:32.738470,SYSTEM,2025-09-07 11:31:32.738470
6598f1ee-d832-4f8d-86e7-e287e59c46db,1766061854,53000,IDR,D,5660905397,Transfer ke MANDIRI - JAMES SMITH,SUCCESS,2025-09-05,21:40:54,0,Normal,TRX:D5DbOKK5ria8Jwfb-J-qOv,SYSTEM,2025-09-07 11:31:32.738472,SYSTEM,2025-09-07 11:31:32.738472
6495e217-dc6a-4b3a-946f-ad62344dd86b,2526822790,166000,IDR,D,6941489023,Transfer ke BNI - INTAN MAHARDIKA,SUCCESS,2025-09-05,21:40:55,0,Normal,TRX:t99n3ZJms1WbIVSo42lBTr,SYSTEM,2025-09-07 11:31:32.738473,SYSTEM,2025-09-07 11:31:32.738474
2804b3ca-a383-4610-9ee9-8ad80a9a6765,5350895948,71000,IDR,D,1382294053,Transfer ke BNI - PUTRI PRASETYO,SUCCESS,2025-09-05,21:40:56,0,Normal,TRX:8Z3q-jWke3KO9W19BsqGrn,SYSTEM,2025-09-07 11:31:32.738475,SYSTEM,2025-09-07 11:31:32.738476
c1a020fe-9c38-44e2-85fc-19b3b952fdc2,7137808980,175000,IDR,D,4057565946,Transfer ke CIMB - MICHAEL JONES,SUCCESS,2025-09-05,21:40:57,0,Normal,TRX:L0j7QyqmUvoPsV313EC9cE,SYSTEM,2025-09-07 11:31:32.738479,SYSTEM,2025-09-07 11:31:32.738479
94f92cf8-ef4a-4cdc-b957-7ceed600d876,8326829913,831000,IDR,D,6831957656,Transfer ke BNI - ANISA WIBISONO,SUCCESS,2025-09-05,21:40:59,0,Normal,TRX:eoSdKnaChnjfkz6Qs-TDrT,SYSTEM,2025-09-07 11:31:32.738481,SYSTEM,2025-09-07 11:31:32.738481
a0d61f07-7121-437e-b3d3-ebe67ea28d8d,4781868184,488000,IDR,D,2738038406,Transfer ke PERMATA - JAMES RODRIGUEZ,SUCCESS,2025-09-05,21:41:00,0,Normal,TRX:h1k1I7fp7sd0Ein2-tU4DO,SYSTEM,2025-09-07 11:31:32.738483,SYSTEM,2025-09-07 11:31:32.738483
aa2b2892-eaea-4600-a13d-0a4ffc65960b,2734367797,94000,IDR,D,8290057680,Transfer ke MANDIRI - PATRICIA BROWN,SUCCESS,2025-09-05,21:41:01,0,Normal,TRX:bpjbmp19c4Q07ztae898zR,SYSTEM,2025-09-07 11:31:32.738485,SYSTEM,2025-09-07 11:31:32.738485
d22eae29-a0ac-4676-92ee-61fc6a0cde1c,6519055695,113000,IDR,D,1368927904,Transfer ke BNI - ANISA HARYANTO,SUCCESS,2025-09-05,21:41:02,0,Normal,TRX:sIaHNv9IKRKqOB9w9CcICx,SYSTEM,2025-09-07 11:31:32.738487,SYSTEM,2025-09-07 11:31:32.738487
b6809bc2-e058-4c26-ab04-158c686a02a0,2404495094,944000,IDR,D,4105930522,Transfer ke BNI - PUTRI SETIAWAN,SUCCESS,2025-09-05,21:41:04,0,Normal,TRX:UFmrCwpAk5nqy84MEe5ftS,SYSTEM,2025-09-07 11:31:32.738488,SYSTEM,2025-09-07 11:31:32.738489
275e4837-0b01-4b9d-9e4e-1c081e7ab3e2,5043714431,227000,IDR,D,1691302089,Transfer ke BCA - ROBERT DAVIS,SUCCESS,2025-09-05,21:41:05,0,Normal,TRX:xNOdlRNneRfpud3rve5ccG,SYSTEM,2025-09-07 11:31:32.738490,SYSTEM,2025-09-07 11:31:32.738490
acc23e6b-734c-4be7-9457-495bf3547e63,6500936559,26000,IDR,D,4850542022,Transfer ke BNI - INTAN FIRMANSYAH,SUCCESS,2025-09-05,21:41:06,0,Normal,TRX:fUIr25DSUWvCOmEPok-8-G,SYSTEM,2025-09-07 11:31:32.738492,SYSTEM,2025-09-07 11:31:32.738492
e4c63ed3-76cd-47c8-a85c-e22a10ba8290,2568717746,554000,IDR,D,8871689541,Transfer ke BNI - KARTIKA NUGROHO,SUCCESS,2025-09-05,21:41:07,0,Normal,TRX:9vlThGzuoxxRK2tB0vQwzJ,SYSTEM,2025-09-07 11:31:32.738494,SYSTEM,2025-09-07 11:31:32.738494
97f819ca-5b26-40f0-9485-7623f96f03a4,3191464702,193000,IDR,D,6470169667,Transfer ke BNI - DEWI KURNIA,SUCCESS,2025-09-05,21:41:09,0,Normal,TRX:3pS80My3AnGWHjgMhTx88o,SYSTEM,2025-09-07 11:31:32.738495,SYSTEM,2025-09-07 11:31:32.738495
3ba670ef-6319-4b62-8615-258ae5186472,7161383718,998000,IDR,D,3237855551,Transfer ke JAGO - BARBARA WILLIAMS,SUCCESS,2025-09-05,21:41:10,0,Normal,TRX:4UGB0DOXEGAX247D-zhJBZ,SYSTEM,2025-09-07 11:31:32.738497,SYSTEM,2025-09-07 11:31:32.738497
d331985d-e440-422c-b31e-fdcf95dfd951,8388816028,139000,IDR,D,5981094393,Transfer ke BNI - BAGUS WIBISONO,SUCCESS,2025-09-05,21:41:11,0,Normal,TRX:PynQ6ZEOISTc-iK2m6Q5rf,SYSTEM,2025-09-07 11:31:32.738499,SYSTEM,2025-09-07 11:31:32.738499
1c0be3a1-9af2-48ee-bcee-7f1bf073afbd,1216199607,78000,IDR,D,4832835394,Transfer ke BNI - FARAH PRATAMA,SUCCESS,2025-09-05,21:41:12,0,Normal,TRX:CyVXq1jvTwaEo8J9KQInhc,SYSTEM,2025-09-07 11:31:32.738502,SYSTEM,2025-09-07 11:31:32.738502
460b9ce2-9099-4360-af21-60e778d129e9,9244991942,173000,IDR,D,8945733804,Transfer ke BNI - PUTRI ADITYA,SUCCESS,2025-09-05,21:41:14,0,Normal,TRX:U9ehT78SnDwpKzP-1c0uVj,SYSTEM,2025-09-07 11:31:32.738504,SYSTEM,2025-09-07 11:31:32.738504
14a72b62-3754-475f-beed-99fbb4116597,1141605862,150000,IDR,D,7090454392,Transfer ke PERMATA - ELIZABETH MILLER,SUCCESS,2025-09-05,21:41:15,0,Normal,TRX:mJncI-M7FxqZbDT4jqVaDc,SYSTEM,2025-09-07 11:31:32.738506,SYSTEM,2025-09-07 11:31:32.738506
946418bd-49b8-49cb-892f-10aad22cee93,8090741016,54000,IDR,D,2896869728,Transfer ke BRI - MICHAEL JOHNSON,SUCCESS,2025-09-05,21:41:16,0,Normal,TRX:5on8JXq7z-hFOPayqgkT3X,SYSTEM,2025-09-07 11:31:32.738508,SYSTEM,2025-09-07 11:31:32.738508
9b30b9fb-4e5e-4ffb-8921-20e03f28004a,8601664623,804000,IDR,D,9544919070,Transfer ke BNI - DIAN KUSUMA,SUCCESS,2025-09-05,21:41:17,0,Normal,TRX:VSq0fDSmRldXNtP4eKin15,SYSTEM,2025-09-07 11:31:32.738509,SYSTEM,2025-09-07 11:31:32.738509
26ed2d9f-6741-450c-b2e2-37b1103e6e8b,1667179950,59000,IDR,D,9353752463,Transfer ke CIMB - ROBERT GARCIA,SUCCESS,2025-09-05,21:41:19,0,Normal,TRX:KwVlSD-6PlsRr1GuQqWA4Z,SYSTEM,2025-09-07 11:31:32.738511,SYSTEM,2025-09-07 11:31:32.738511
