id,account_num,amount,currency,trx_type,account_to,narrative,status_trx,trx_date,trx_time,criteria_anomali,description_anomali,code_transaction
7f403ac4-5ac9-4201-bd93-052ce6460d76,9364768077,81000,IDR,D,8752601836,Transfer ke BRI - MICHAEL SMITH,SUCCESS,2025-09-05,21:40:09,0,Normal,TRX:4A0jSMUIjf5v5Y174QdG23
330e001d-9d20-4560-b583-7e97fe4054ee,3651780355,164000,IDR,D,4832835394,Transfer ke BNI - FARAH PRATAMA,SUCCESS,2025-09-05,21:40:11,0,Normal,TRX:tgh9hJqHwvKogx9FvhWCXd
6b116ff1-6e4a-4871-89b1-c65236f79a54,1743495192,64000,IDR,D,2152159248,Transfer ke CIMB - ELIZABETH RODRIGUEZ,SUCCESS,2025-09-05,21:40:12,0,Normal,TRX:Ks-CWI26jaaSpQ630eXb8U
5a94d656-7ba4-4528-ad17-35a032dd6f26,1382294053,18000,IDR,D,5982410387,Transfer ke PERMATA - LINDA MILLER,SUCCESS,2025-09-05,21:40:13,0,Normal,TRX:yA021zjA-rRGRgdlWE3DnT
3b1493ca-0ab2-4b82-b2b4-bb9a5c308f79,4389411164,234000,IDR,D,8546180062,Transfer ke BCA - BARBARA JOHNSON,SUCCESS,2025-09-05,21:40:14,0,Normal,TRX:VvPmu-FaeWBAGA7-cJXnPn
e1db2332-1f03-43b2-994e-a1c6598fd704,6470169667,657000,IDR,D,9444447804,Transfer ke BNI - TIARA HIDAYAT,SUCCESS,2025-09-05,21:40:16,0,Normal,TRX:SqZcyzHiCzQ497u5Ka5VuD
c4f04dd1-41a0-4b91-9acb-8c546dfa3fda,7335752002,879000,IDR,D,6828233771,Transfer ke BNI - SITI NUGRAHA,SUCCESS,2025-09-05,21:40:17,0,Normal,TRX:ePo7It4CwXisP9fyi06QHw
b386d02d-3589-446d-8095-b7f21e6e112f,8150956541,145000,IDR,D,4630119667,Transfer ke PERMATA - DAVID MILLER,SUCCESS,2025-09-05,21:40:18,0,Normal,TRX:ClnuXfUQsWaRNxLLd6D6Hx
0e836db3-29d2-4d61-aa15-7298294a9b11,4816844400,85000,IDR,D,1132211236,Transfer ke MANDIRI - MICHAEL DAVIS,SUCCESS,2025-09-05,21:40:19,0,Normal,TRX:lWWDKASs6S1SQpkuLUFzCi
b05bfb23-31a3-40ad-8433-458e89a0399a,2009488263,66000,IDR,D,7152874220,Transfer ke BNI - ANDI ADITYA,SUCCESS,2025-09-05,21:40:21,0,Normal,TRX:HGv1dilvuqZL9VkVMFrTZ4
f26a51d5-8773-4e35-aed7-4794ada35618,4816844400,183000,IDR,D,4217283170,Transfer ke PERMATA - BARBARA MARTINEZ,SUCCESS,2025-09-05,21:40:22,0,Normal,TRX:IizXFax48HSr5w-u3sOzV4
6181e0ad-99e7-4572-8ccd-ed8c130ce20c,1241839674,190000,IDR,D,2404495094,Transfer ke BNI - ANISA MAHARDIKA,SUCCESS,2025-09-05,21:40:23,0,Normal,TRX:pYOfQ-vvzRbPnZMoqCyf4Z
1eda63e0-bf1d-4041-b139-0865323a7d66,3730268254,155000,IDR,D,5807525599,Transfer ke MANDIRI - JAMES JONES,SUCCESS,2025-09-05,21:40:24,0,Normal,TRX:QnxuL2ZFcKTtqFU-eDUVce
3f3344b4-0d9b-46a8-b26b-88932096289d,2568717746,442000,IDR,D,4897612986,Transfer ke JAGO - MICHAEL SMITH,SUCCESS,2025-09-05,21:40:26,0,Normal,TRX:QORjLY4wvpigiERnpUUpgr
b6165044-b1c7-420b-91c3-5a0a42dbe353,5714971371,838000,IDR,D,5481857052,Transfer ke CIMB - DAVID JONES,SUCCESS,2025-09-05,21:40:27,0,Normal,TRX:gC4DQEhbC4a0FMJceFd9q5
e93fc063-a325-4019-93c6-3354eb668ffe,5696459759,4959000,IDR,D,4620870523,Transfer ke BRI - DAVID JONES,SUCCESS,2025-09-05,21:40:28,0,Normal,TRX:aboG0hMmuKIROgkLugvrYQ
41abe460-485d-4a9d-81fc-6b93ec09e247,4844382491,95000,IDR,D,3384026449,Transfer ke BNI - TRI NUGROHO,SUCCESS,2025-09-05,21:40:29,0,Normal,TRX:AkV-zRdfdsOc3YlijWDGJR
44afad34-47f2-4bba-ad48-f2f4e18cc136,8308950192,62000,IDR,D,4137050025,Transfer ke BNI - RATNA FIRMANSYAH,SUCCESS,2025-09-05,21:40:31,0,Normal,TRX:ULNDXrqneMONONd52WQ4X0
792faaaa-d471-4a96-b070-c5a189680d77,4043454456,774000,IDR,D,2525725520,Transfer ke MANDIRI - JOHN DAVIS,SUCCESS,2025-09-05,21:40:32,0,Normal,TRX:tVCgo9BUcMvqKEkUVI32rX
4aaaa40f-fb42-42e7-88ee-5d8246f8f553,7220735299,123000,IDR,D,3474175201,Transfer ke JAGO - LINDA MARTINEZ,SUCCESS,2025-09-05,21:40:33,0,Normal,TRX:O15Z9HlLDGAMfigibFGfvP
c43cd1f3-89e6-425f-9b70-1e68f11f6ce5,5448204908,566000,IDR,D,8164551032,Transfer ke BNI - YUDA PRATAMA,SUCCESS,2025-09-05,21:40:35,0,Normal,TRX:IHV7DMRUgbUkZZEXVSN76G
e4aeb3d4-b7ac-480c-ad4b-35110ff21314,1047952711,766000,IDR,D,2886186676,Transfer ke BNI - LESTARI HIDAYAT,SUCCESS,2025-09-05,21:40:36,0,Normal,TRX:rpAkW5L3lOMblGdmwP3GwB
98fd549d-6c45-4174-b711-666bb75f8e6e,6129732501,289000,IDR,D,9914754324,Transfer ke BNI - ANDI RAHARJA,SUCCESS,2025-09-05,21:40:37,0,Normal,TRX:boSE-hOS2K1G6Fis3a3cFd
51d68082-b685-4079-aa03-dfb5e61da1d9,6542245179,525000,IDR,D,2775550361,Transfer ke BNI - ANDI SUSANTO,SUCCESS,2025-09-05,21:40:38,0,Normal,TRX:AuboBjB-X87oDeZeSABC-M
71ea31ea-89e1-4d23-b6fd-9e3cd86ee9b9,2806519153,89000,IDR,D,9130076137,Transfer ke BNI - TIARA SUSANTO,SUCCESS,2025-09-05,21:40:40,0,Normal,TRX:mgr198DAW3X0TTShwRrUWO
6783e69e-8309-4992-8c13-79dff56775bc,9153637251,19000,IDR,D,9953632820,Transfer ke CIMB - JAMES BROWN,SUCCESS,2025-09-05,21:40:41,0,Normal,TRX:P1mORfmk9kuZNPr8FPof4n
d21f63ce-7019-4978-adde-60dd2f57ab03,1292991251,89000,IDR,D,4118029628,Transfer ke BNI - AYU SETIAWAN,SUCCESS,2025-09-05,21:40:42,0,Normal,TRX:GoHPvKFy4qN56ps1iwNDph
c55c020f-3941-4ba5-bd92-9811d4fec366,5981094393,66000,IDR,D,8756833495,Transfer ke BRI - MARY SMITH,SUCCESS,2025-09-05,21:40:43,0,Normal,TRX:0Cx4vXPcsX7dd0t5JjTGhe
203fdf46-8337-4557-815d-bd70063b06c2,4864883510,227000,IDR,D,7475191410,Transfer ke BNI - ILHAM PERMANA,SUCCESS,2025-09-05,21:40:45,0,Normal,TRX:zVOusmqHEbVnW70u4OaRmc
70a31df0-c534-43fd-b6f5-17aa538f6ff0,3119257051,179000,IDR,D,5222995229,Transfer ke BNI - MELATI ADITYA,SUCCESS,2025-09-05,21:40:46,0,Normal,TRX:5cNBXuo9AMGch3z2r3VQ9p
cf9452f8-e00c-4ab4-ae03-d9bb3aaeab08,2069316074,546000,IDR,D,6177063022,Transfer ke BRI - PATRICIA SMITH,SUCCESS,2025-09-05,21:40:47,0,Normal,TRX:2UhwKQxIzV9BPI7e2LcT8C
9d70a224-25c7-4adf-8160-8c3591be3aca,8610438478,3599000,IDR,D,3008912751,Transfer ke BNI - ANDI MAHARDIKA,SUCCESS,2025-09-05,21:40:49,0,Normal,TRX:z5BiBol7B5RZME32W1k0mq
3d92f6ea-506e-4463-8745-2d6e91383869,9884602555,859000,IDR,D,1241839674,Transfer ke BNI - BAYU PRASETYO,SUCCESS,2025-09-05,21:40:50,0,Normal,TRX:w0U137QBZKecEwmLBdMC2m
6e9cc60e-5f6e-45b9-bee5-8488cfa9bd46,9862146667,861000,IDR,D,8634081773,Transfer ke BNI - YUDA KUSUMA,SUCCESS,2025-09-05,21:40:51,0,Normal,TRX:yHfUuYafxEFqXhrWeL5Nik
5cfd7833-79cf-437a-b44f-0cd61695e458,1670620925,78000,IDR,D,1654148174,Transfer ke PERMATA - MICHAEL DAVIS,SUCCESS,2025-09-05,21:40:52,0,Normal,TRX:NQDphbH-9YvvHiQtmuPsVz
5b7e23f4-1189-41c0-a1db-33519045884c,1766061854,53000,IDR,D,5660905397,Transfer ke MANDIRI - JAMES SMITH,SUCCESS,2025-09-05,21:40:54,0,Normal,TRX:D5DbOKK5ria8Jwfb-J-qOv
4541a0fd-413e-441e-8514-b382b44bf233,2526822790,166000,IDR,D,6941489023,Transfer ke BNI - INTAN MAHARDIKA,SUCCESS,2025-09-05,21:40:55,0,Normal,TRX:t99n3ZJms1WbIVSo42lBTr
e0f8fe45-d96d-49f0-8568-697e158ddb47,5350895948,71000,IDR,D,1382294053,Transfer ke BNI - PUTRI PRASETYO,SUCCESS,2025-09-05,21:40:56,0,Normal,TRX:8Z3q-jWke3KO9W19BsqGrn
d5d37303-e74e-48f8-b064-665ebb694f99,7137808980,175000,IDR,D,4057565946,Transfer ke CIMB - MICHAEL JONES,SUCCESS,2025-09-05,21:40:57,0,Normal,TRX:L0j7QyqmUvoPsV313EC9cE
aeaf49c1-e6ab-4f52-b8a2-8f61fd9a9685,8326829913,831000,IDR,D,6831957656,Transfer ke BNI - ANISA WIBISONO,SUCCESS,2025-09-05,21:40:59,0,Normal,TRX:eoSdKnaChnjfkz6Qs-TDrT
7d984c66-1d07-4127-bfdd-005ee3b402d2,4781868184,488000,IDR,D,2738038406,Transfer ke PERMATA - JAMES RODRIGUEZ,SUCCESS,2025-09-05,21:41:00,0,Normal,TRX:h1k1I7fp7sd0Ein2-tU4DO
7de4fec9-7b75-42ce-a748-c8f54b2d2324,2734367797,94000,IDR,D,8290057680,Transfer ke MANDIRI - PATRICIA BROWN,SUCCESS,2025-09-05,21:41:01,0,Normal,TRX:bpjbmp19c4Q07ztae898zR
2a683f51-21a7-41e5-ba02-24b7e907c92d,6519055695,113000,IDR,D,1368927904,Transfer ke BNI - ANISA HARYANTO,SUCCESS,2025-09-05,21:41:02,0,Normal,TRX:sIaHNv9IKRKqOB9w9CcICx
2508eacc-0f87-4576-a1f8-95e826e01b71,2404495094,944000,IDR,D,4105930522,Transfer ke BNI - PUTRI SETIAWAN,SUCCESS,2025-09-05,21:41:04,0,Normal,TRX:UFmrCwpAk5nqy84MEe5ftS
c58652fc-60e6-46f7-b624-406573503079,5043714431,227000,IDR,D,1691302089,Transfer ke BCA - ROBERT DAVIS,SUCCESS,2025-09-05,21:41:05,0,Normal,TRX:xNOdlRNneRfpud3rve5ccG
17377a70-83c6-462a-8af2-f96839c97eaf,6500936559,26000,IDR,D,4850542022,Transfer ke BNI - INTAN FIRMANSYAH,SUCCESS,2025-09-05,21:41:06,0,Normal,TRX:fUIr25DSUWvCOmEPok-8-G
328a13db-d001-468d-84a0-062199fd82e1,2568717746,554000,IDR,D,8871689541,Transfer ke BNI - KARTIKA NUGROHO,SUCCESS,2025-09-05,21:41:07,0,Normal,TRX:9vlThGzuoxxRK2tB0vQwzJ
f7a17fdd-6f10-4a71-8b3e-3e576147b254,3191464702,193000,IDR,D,6470169667,Transfer ke BNI - DEWI KURNIA,SUCCESS,2025-09-05,21:41:09,0,Normal,TRX:3pS80My3AnGWHjgMhTx88o
184f980e-b46c-4670-be73-dc72b850bf65,7161383718,998000,IDR,D,3237855551,Transfer ke JAGO - BARBARA WILLIAMS,SUCCESS,2025-09-05,21:41:10,0,Normal,TRX:4UGB0DOXEGAX247D-zhJBZ
150eb666-b226-41a1-8bde-2e1706157701,8388816028,139000,IDR,D,5981094393,Transfer ke BNI - BAGUS WIBISONO,SUCCESS,2025-09-05,21:41:11,0,Normal,TRX:PynQ6ZEOISTc-iK2m6Q5rf
56d345d5-f0cd-4f15-95bf-49f8fb5ca261,1216199607,78000,IDR,D,4832835394,Transfer ke BNI - FARAH PRATAMA,SUCCESS,2025-09-05,21:41:12,0,Normal,TRX:CyVXq1jvTwaEo8J9KQInhc
0e3678f6-597e-49fc-ae05-2d5a6645c81f,9244991942,173000,IDR,D,8945733804,Transfer ke BNI - PUTRI ADITYA,SUCCESS,2025-09-05,21:41:14,0,Normal,TRX:U9ehT78SnDwpKzP-1c0uVj
b0158954-59ee-490b-b9bb-a35b34a7e2ed,1141605862,150000,IDR,D,7090454392,Transfer ke PERMATA - ELIZABETH MILLER,SUCCESS,2025-09-05,21:41:15,0,Normal,TRX:mJncI-M7FxqZbDT4jqVaDc
5cb07476-df4e-4ecd-a12b-26c2484bf75c,8090741016,54000,IDR,D,2896869728,Transfer ke BRI - MICHAEL JOHNSON,SUCCESS,2025-09-05,21:41:16,0,Normal,TRX:5on8JXq7z-hFOPayqgkT3X
b3d42fd7-287b-4398-888b-96913398d9f8,8601664623,804000,IDR,D,9544919070,Transfer ke BNI - DIAN KUSUMA,SUCCESS,2025-09-05,21:41:17,0,Normal,TRX:VSq0fDSmRldXNtP4eKin15
2f5eb630-b069-4520-b176-ac66b27be2dc,1667179950,59000,IDR,D,9353752463,Transfer ke CIMB - ROBERT GARCIA,SUCCESS,2025-09-05,21:41:19,0,Normal,TRX:KwVlSD-6PlsRr1GuQqWA4Z
e52071c0-f493-4e86-9f87-2d0ce909b631,4126577063,21000,IDR,D,2028534971,Transfer ke BNI - WULAN PRATAMA,SUCCESS,2025-09-05,21:41:20,0,Normal,TRX:phr53Gz2SNUwUthimOTATJ
8aad13af-640e-451e-a411-076f1960aaa1,3352679948,174000,IDR,D,7033331024,Transfer ke JAGO - ELIZABETH BROWN,SUCCESS,2025-09-05,21:41:21,0,Normal,TRX:uHpxAt6UYrwvd4wncqgF3T
40f84811-ae7f-4d29-99e2-72376c0803bc,8610438478,682000,IDR,D,9239909016,Transfer ke BNI - INTAN PURNAMA,SUCCESS,2025-09-05,21:41:22,0,Normal,TRX:ztodWyWXmRJUTXODsxsH8u
db40fd99-b6b7-433a-bff6-17467e0a1a37,7931470525,880000,IDR,D,7220735299,Transfer ke BNI - RIZKI WIBISONO,SUCCESS,2025-09-05,21:41:24,0,Normal,TRX:8bwrVsQ5A1PCv3AuPkdLpG
b909e105-d759-4c13-b864-c8a5cc3b824f,9292224258,483000,IDR,D,6831957656,Transfer ke BNI - ANISA WIBISONO,SUCCESS,2025-09-05,21:41:25,0,Normal,TRX:xfupPqpH7HljVn6NxWwapG
a3ff5d26-cb08-4f5c-a7c3-68b18280ff0b,5350895948,58000,IDR,D,1670620925,Transfer ke BNI - DWI PRASETYO,SUCCESS,2025-09-05,21:41:26,0,Normal,TRX:IxVv1QcyqLZFwy2HGyb1N-
91928409-9b4b-4e3d-aa54-6f17956036cc,9613034189,242000,IDR,D,3200565562,Transfer ke MANDIRI - PATRICIA MILLER,SUCCESS,2025-09-05,21:41:27,0,Normal,TRX:t6mNpdxhnZ2ZGwMIVzPOb1
4bad5fa9-7ce6-41e8-bcd4-8f666b23c962,9475891103,52000,IDR,D,5350895948,Transfer ke BNI - RIZAL RAHARJA,SUCCESS,2025-09-05,21:41:29,0,Normal,TRX:vt24woCbi6ohhD8xJ6Vo9H
510d4e22-a566-468f-bbdc-a7995799e9e8,7658025135,757000,IDR,D,3816899573,Transfer ke CIMB - ELIZABETH MILLER,SUCCESS,2025-09-05,21:41:30,0,Normal,TRX:knZiHMd6EaAToUcArfHPG8
19df94ab-bd8a-43ec-892b-e005b3de24f4,2099005800,442000,IDR,D,7337980136,Transfer ke BNI - ANISA HARYANTO,SUCCESS,2025-09-05,21:41:31,0,Normal,TRX:JKIt8OIAXKK0bHvcc2YWPa
860ec4f8-8ed9-439d-8f64-c6ed225d1571,1591991638,126000,IDR,D,8491079539,Transfer ke BNI - SITI WIBISONO,SUCCESS,2025-09-05,21:41:32,0,Normal,TRX:h8--Pr7S6l8EInbDbCgkUT
f0622156-83ec-409e-8d91-2765a70d8782,4952363137,147000,IDR,D,1303485991,Transfer ke PERMATA - MARY MILLER,SUCCESS,2025-09-05,21:41:34,0,Normal,TRX:92fLuYIFGM3USinSVrrF8m
04d7ed86-dbb5-4666-9ddb-ab94426e9b3d,1670620925,172000,IDR,D,4281816987,Transfer ke MANDIRI - ELIZABETH MARTINEZ,SUCCESS,2025-09-05,21:41:35,0,Normal,TRX:YrhMYQEojE8ZKzNqPCJeud
680fd136-082e-4410-8586-81be6cb28445,2886186676,1889000,IDR,D,2605315646,Transfer ke BRI - ROBERT WILLIAMS,SUCCESS,2025-09-05,21:41:36,0,Normal,TRX:SnYEUNP30RUWj8cjJ8QqTJ
4e4fb4ff-8d13-4b0b-aaf8-d7f1d7c4d9c4,3352679948,983000,IDR,D,1546226275,Transfer ke BNI - MELATI NUGRAHA,SUCCESS,2025-09-05,21:41:37,0,Normal,TRX:01azRkqrJ0ZiEtqPDztA8G
ba2adb20-6b09-421e-8cf5-355fe22e66dd,4592046047,481000,IDR,D,2077933952,Transfer ke PERMATA - ELIZABETH SMITH,SUCCESS,2025-09-05,21:41:39,0,Normal,TRX:y5syVly35nIVmy9xBPnZtN
31f5e3de-5102-4561-b1cb-97b6d4b4432c,1227369156,2205000,IDR,D,5430518627,Transfer ke BNI - ANISA MAHARDIKA,SUCCESS,2025-09-05,21:41:40,0,Normal,TRX:s5p-eR12oDhVdoS1RS9Ce-
b6901927-870f-44ee-b8d8-8cb048d04f2b,6663435078,584000,IDR,D,8491079539,Transfer ke BNI - SITI WIBISONO,SUCCESS,2025-09-05,21:41:41,0,Normal,TRX:Q7RtXfLahIPJ0TyTEP8vtz
22c2516d-9e3b-4d25-8442-1890e5fa09b0,5430518627,945000,IDR,D,2069316074,Transfer ke BNI - TRI ADITYA,SUCCESS,2025-09-05,21:41:43,0,Normal,TRX:naSHyU3Q3QmSxdwLjNYhZb
6aec13dc-fffb-4500-b7d7-fae09d8d98ac,5869740843,103000,IDR,D,3004600784,Transfer ke PERMATA - BARBARA MARTINEZ,SUCCESS,2025-09-05,21:41:44,0,Normal,TRX:xWK5Vpk-BlaNxhrIw3W71j
72711132-31c0-4b68-9530-40c2e18ac6d4,7658025135,214000,IDR,D,4538876424,Transfer ke CIMB - MARY WILLIAMS,SUCCESS,2025-09-05,21:41:45,0,Normal,TRX:mug6yBiS6-u0w228WGWk0y
4bba94b6-73cc-4c59-9408-91dade87ddf6,9862146667,133000,IDR,D,5235082417,Transfer ke BNI - RIZKI FIRMANSYAH,SUCCESS,2025-09-05,21:41:46,0,Normal,TRX:V-p8G0OSpYbJrsabPmDxsF
48253061-0cab-4f7c-a201-39b0d2d69e56,1253956463,926000,IDR,D,2343518626,Transfer ke JAGO - JOHN WILLIAMS,SUCCESS,2025-09-05,21:41:48,0,Normal,TRX:FHza7ExhDFOHgU07jC81wC
8a718e63-f2a4-4e0a-9e26-4c61b2b8a3d6,7926270387,143000,IDR,D,3167305575,Transfer ke JAGO - ROBERT MARTINEZ,SUCCESS,2025-09-05,21:41:49,0,Normal,TRX:W6UnQ80RbCF1E5pLJQQ3V6
5bc9ab6e-26a1-4536-9b03-09c786e1c39b,4043454456,46000,IDR,D,4985666450,Transfer ke BNI - FITRI PRASETYO,SUCCESS,2025-09-05,21:41:50,0,Normal,TRX:uvKfaXNi1A0gur-m-XeDRC
32220374-e538-402d-b9a1-22771d6cfd7e,7335752002,3577000,IDR,D,1227369156,Transfer ke BNI - RIZAL KUSUMA,SUCCESS,2025-09-05,21:41:51,0,Normal,TRX:2-Y-LePh2ksDC7jk40jKhG
61013965-cf5b-418e-9ff2-0b57a74a9250,1058380613,359000,IDR,D,8395566987,Transfer ke PERMATA - MARY JONES,SUCCESS,2025-09-05,21:41:53,0,Normal,TRX:PcfuSBbAt1XNS6X0vOZj6o
33effd4f-599a-4e70-b209-71339630f98f,8028867917,271000,IDR,D,1001188797,Transfer ke BNI - ARIF SETIAWAN,SUCCESS,2025-09-05,21:41:54,0,Normal,TRX:m8WzfET3f7VbFawIpq9n7A
a07c1e09-687c-4991-8951-991b753df82a,5824503782,283000,IDR,D,2386094835,Transfer ke BNI - ARIF NUGRAHA,SUCCESS,2025-09-05,21:41:55,0,Normal,TRX:wR8sAmh0myJbzIdSVz2oCU
dccd5602-9421-4dd7-a21a-92150f0283bf,3640111407,884000,IDR,D,6539315693,Transfer ke BNI - NADIA WIBISONO,SUCCESS,2025-09-05,21:41:56,0,Normal,TRX:KevwHQljeQDZeV7GVLEcZT
2e5b888e-0c9e-4540-bc09-b6f4dd951343,3601225101,323000,IDR,D,6451278527,Transfer ke BCA - ELIZABETH DAVIS,SUCCESS,2025-09-05,21:41:58,0,Normal,TRX:OZ7UVfIAjGO7NoPw9z7pHL
453a796e-ffa8-4201-b147-df3897e85641,7716895751,864000,IDR,D,5454041972,Transfer ke MANDIRI - JOHN BROWN,SUCCESS,2025-09-05,21:41:59,0,Normal,TRX:Gub24T2CtVkEVyOcFihG9r
c14512ca-b44e-40fb-af6c-b730cf3a5534,2669648064,228000,IDR,D,6160914110,Transfer ke BNI - ILHAM WIJAYA,SUCCESS,2025-09-05,21:42:00,0,Normal,TRX:4BYNbnZLw0hrExw34l5R1j
