id,account_num,amount,currency,trx_type,account_to,narrative,status_trx,trx_date,trx_time,criteria_anomali,description_anomali
d1dfdf90-2bec-4801-bf4c-1c0b3c258ec2,1766061854,53000,IDR,D,5660905397,Transfer ke MANDIRI - JAMES SMITH,SUCCESS,2025-09-05,21:40:54,0,Normal
721560dd-3fe9-4304-8aa8-8d69cb64be8b,2526822790,166000,IDR,D,6941489023,Transfer ke BNI - INTAN MAHARDIKA,SUCCESS,2025-09-05,21:40:55,0,Normal
bf1c52a1-19a8-46b1-beeb-8476240a74b8,5350895948,71000,IDR,D,1382294053,Transfer ke BNI - PUTRI PRASETYO,SUCCESS,2025-09-05,21:40:56,0,Normal
185d6bec-83af-4f6a-9284-51d9c6b007de,7137808980,175000,IDR,D,4057565946,Transfer ke CIMB - MICHAEL JONES,SUCCESS,2025-09-05,21:40:57,0,Normal
5a3ca26c-7018-4689-b991-02d08b6be655,8326829913,831000,IDR,D,6831957656,Transfer ke BNI - ANISA WIBISONO,SUCCESS,2025-09-05,21:40:59,0,Normal
d4659a83-13c4-482a-ace5-fbff76435d01,4781868184,488000,IDR,D,2738038406,Transfer ke PERMATA - JAMES RODRIGUEZ,SUCCESS,2025-09-05,21:41:00,0,Normal
6a5447a8-da1b-48bb-940e-d1ba2c9e0186,2734367797,94000,IDR,D,8290057680,Transfer ke MANDIRI - PATRICIA BROWN,SUCCESS,2025-09-05,21:41:01,0,Normal
b5f58238-54f3-4fdd-8c76-43304144d1fc,6519055695,113000,IDR,D,1368927904,Transfer ke BNI - ANISA HARYANTO,SUCCESS,2025-09-05,21:41:02,0,Normal
caa73c94-377d-4085-a172-448e730efead,2404495094,944000,IDR,D,4105930522,Transfer ke BNI - PUTRI SETIAWAN,SUCCESS,2025-09-05,21:41:04,0,Normal
1a99a826-a8af-4c2e-a454-812eff1ff941,5043714431,227000,IDR,D,1691302089,Transfer ke BCA - ROBERT DAVIS,SUCCESS,2025-09-05,21:41:05,0,Normal
cefe9898-bc47-4f0c-b70e-6f6ba4c3eb9d,6500936559,26000,IDR,D,4850542022,Transfer ke BNI - INTAN FIRMANSYAH,SUCCESS,2025-09-05,21:41:06,0,Normal
134f69fe-0aa0-4454-83f4-0ae4e288d12e,2568717746,554000,IDR,D,8871689541,Transfer ke BNI - KARTIKA NUGROHO,SUCCESS,2025-09-05,21:41:07,0,Normal
b454bc52-18d0-41a8-8bf3-9a6c70f9e04d,3191464702,193000,IDR,D,6470169667,Transfer ke BNI - DEWI KURNIA,SUCCESS,2025-09-05,21:41:09,0,Normal
49c9bf11-2edb-4c35-9da8-b85a1b92f0a3,7161383718,998000,IDR,D,3237855551,Transfer ke JAGO - BARBARA WILLIAMS,SUCCESS,2025-09-05,21:41:10,0,Normal
3ba288c8-0019-4cba-a4a9-65a7e8cff983,8388816028,139000,IDR,D,5981094393,Transfer ke BNI - BAGUS WIBISONO,SUCCESS,2025-09-05,21:41:11,0,Normal
0dd0035d-1349-47a6-a695-57d068388d91,1216199607,78000,IDR,D,4832835394,Transfer ke BNI - FARAH PRATAMA,SUCCESS,2025-09-05,21:41:12,0,Normal
429a05fe-a4ac-41a7-abc3-dda3648058ae,9244991942,173000,IDR,D,8945733804,Transfer ke BNI - PUTRI ADITYA,SUCCESS,2025-09-05,21:41:14,0,Normal
606bdf44-e183-49f3-8dd9-cd74d23f5ffb,1141605862,150000,IDR,D,7090454392,Transfer ke PERMATA - ELIZABETH MILLER,SUCCESS,2025-09-05,21:41:15,0,Normal
8a39bc81-eae6-403d-be71-71483f9f4d53,8090741016,54000,IDR,D,2896869728,Transfer ke BRI - MICHAEL JOHNSON,SUCCESS,2025-09-05,21:41:16,0,Normal
87b62089-8846-4cd7-9186-9f349a647014,8601664623,804000,IDR,D,9544919070,Transfer ke BNI - DIAN KUSUMA,SUCCESS,2025-09-05,21:41:17,0,Normal
2fb53f9c-dcc5-46d2-95fd-a000d7ab88bb,1667179950,59000,IDR,D,9353752463,Transfer ke CIMB - ROBERT GARCIA,SUCCESS,2025-09-05,21:41:19,0,Normal
64495336-a7fd-46f5-a6ff-ce22ab61ac73,4126577063,21000,IDR,D,2028534971,Transfer ke BNI - WULAN PRATAMA,SUCCESS,2025-09-05,21:41:20,0,Normal
aa90d228-d4d0-43f3-a610-0e518af8f3ac,3352679948,174000,IDR,D,7033331024,Transfer ke JAGO - ELIZABETH BROWN,SUCCESS,2025-09-05,21:41:21,0,Normal
41575062-f681-406b-a55d-119fa87b4671,8610438478,682000,IDR,D,9239909016,Transfer ke BNI - INTAN PURNAMA,SUCCESS,2025-09-05,21:41:22,0,Normal
627fdd9a-5b8c-4bfa-8bc3-18b6ea1abf8c,7931470525,880000,IDR,D,7220735299,Transfer ke BNI - RIZKI WIBISONO,SUCCESS,2025-09-05,21:41:24,0,Normal
4914ac29-14a0-4263-8e7e-dd93c62d213f,9292224258,483000,IDR,D,6831957656,Transfer ke BNI - ANISA WIBISONO,SUCCESS,2025-09-05,21:41:25,0,Normal
9b98f59a-57ce-442d-ac5a-5d951a80a320,5350895948,58000,IDR,D,1670620925,Transfer ke BNI - DWI PRASETYO,SUCCESS,2025-09-05,21:41:26,0,Normal
a78f4d59-9aec-491b-8c8f-a2cc6db1743c,9613034189,242000,IDR,D,3200565562,Transfer ke MANDIRI - PATRICIA MILLER,SUCCESS,2025-09-05,21:41:27,0,Normal
0a2b1834-9823-4151-9698-54e28243b9bc,9475891103,52000,IDR,D,5350895948,Transfer ke BNI - RIZAL RAHARJA,SUCCESS,2025-09-05,21:41:29,0,Normal
143c74c8-8734-4dd3-802e-e6d98f591b66,7658025135,757000,IDR,D,3816899573,Transfer ke CIMB - ELIZABETH MILLER,SUCCESS,2025-09-05,21:41:30,0,Normal
90b94b0e-0374-4415-a3e2-3ed602d4f0f6,2099005800,442000,IDR,D,7337980136,Transfer ke BNI - ANISA HARYANTO,SUCCESS,2025-09-05,21:41:31,0,Normal
a923723b-af6f-4141-a2e6-9ba4dd4e9fcd,1591991638,126000,IDR,D,8491079539,Transfer ke BNI - SITI WIBISONO,SUCCESS,2025-09-05,21:41:32,0,Normal
dbf194d8-13c1-4fb4-a7c7-70b742b4816e,4952363137,147000,IDR,D,1303485991,Transfer ke PERMATA - MARY MILLER,SUCCESS,2025-09-05,21:41:34,0,Normal
fdb1c9da-1d25-481a-80f0-8e9b86fc66a8,1670620925,172000,IDR,D,4281816987,Transfer ke MANDIRI - ELIZABETH MARTINEZ,SUCCESS,2025-09-05,21:41:35,0,Normal
e45c7575-5ba4-4001-8130-3e0a106c4fff,2886186676,1889000,IDR,D,2605315646,Transfer ke BRI - ROBERT WILLIAMS,SUCCESS,2025-09-05,21:41:36,0,Normal
fc245d9e-558c-4dcc-9051-15d5e145b73c,3352679948,983000,IDR,D,1546226275,Transfer ke BNI - MELATI NUGRAHA,SUCCESS,2025-09-05,21:41:37,0,Normal
ef079f58-8272-442f-ba3c-fffba1639a3c,4592046047,481000,IDR,D,2077933952,Transfer ke PERMATA - ELIZABETH SMITH,SUCCESS,2025-09-05,21:41:39,0,Normal
7b07764f-c7a6-4d7a-b4c7-4b4087d784f9,1227369156,2205000,IDR,D,5430518627,Transfer ke BNI - ANISA MAHARDIKA,SUCCESS,2025-09-05,21:41:40,0,Normal
10e4ec25-a59f-4dd3-a2ec-7293478b8973,6663435078,584000,IDR,D,8491079539,Transfer ke BNI - SITI WIBISONO,SUCCESS,2025-09-05,21:41:41,0,Normal
59756427-0fd0-4486-8731-5f107d42daf0,5430518627,945000,IDR,D,2069316074,Transfer ke BNI - TRI ADITYA,SUCCESS,2025-09-05,21:41:43,0,Normal
7daeaf5d-827c-4f57-a731-c75f97b9a0e8,5869740843,103000,IDR,D,3004600784,Transfer ke PERMATA - BARBARA MARTINEZ,SUCCESS,2025-09-05,21:41:44,0,Normal
da20fca2-fe24-44da-a92d-ad42c84e3416,7658025135,214000,IDR,D,4538876424,Transfer ke CIMB - MARY WILLIAMS,SUCCESS,2025-09-05,21:41:45,0,Normal
63df6031-6816-4672-ab16-cd038eb0d0c1,9862146667,133000,IDR,D,5235082417,Transfer ke BNI - RIZKI FIRMANSYAH,SUCCESS,2025-09-05,21:41:46,0,Normal
f024d088-4ca6-4923-b55a-1a1dd0703548,1253956463,926000,IDR,D,2343518626,Transfer ke JAGO - JOHN WILLIAMS,SUCCESS,2025-09-05,21:41:48,0,Normal
bdc58c4c-aa9f-4583-ba3a-f752d09d5367,7926270387,143000,IDR,D,3167305575,Transfer ke JAGO - ROBERT MARTINEZ,SUCCESS,2025-09-05,21:41:49,0,Normal
05c4d5df-b852-4575-9d6c-8643d4184441,4043454456,46000,IDR,D,4985666450,Transfer ke BNI - FITRI PRASETYO,SUCCESS,2025-09-05,21:41:50,0,Normal
932b80b2-cbc0-458a-a8a8-b6174f64d451,7335752002,3577000,IDR,D,1227369156,Transfer ke BNI - RIZAL KUSUMA,SUCCESS,2025-09-05,21:41:51,0,Normal
87f715e0-605a-41a7-9d79-b03bbf24560e,1058380613,359000,IDR,D,8395566987,Transfer ke PERMATA - MARY JONES,SUCCESS,2025-09-05,21:41:53,0,Normal
ca894f5b-467a-4647-bc74-d073cfb33ef8,8028867917,271000,IDR,D,1001188797,Transfer ke BNI - ARIF SETIAWAN,SUCCESS,2025-09-05,21:41:54,0,Normal
fb2d12b1-3bb3-47a3-a842-f6684197f760,5824503782,283000,IDR,D,2386094835,Transfer ke BNI - ARIF NUGRAHA,SUCCESS,2025-09-05,21:41:55,0,Normal
d6a4ee09-f806-4a40-99c8-9e1a24e6569b,3640111407,884000,IDR,D,6539315693,Transfer ke BNI - NADIA WIBISONO,SUCCESS,2025-09-05,21:41:56,0,Normal
f75d4be6-cae8-40ad-b035-9e4cb4628013,3601225101,323000,IDR,D,6451278527,Transfer ke BCA - ELIZABETH DAVIS,SUCCESS,2025-09-05,21:41:58,0,Normal
6e823999-f534-4aad-9438-46954732ea5e,7716895751,864000,IDR,D,5454041972,Transfer ke MANDIRI - JOHN BROWN,SUCCESS,2025-09-05,21:41:59,0,Normal
8765ac48-9510-45e7-857b-296b09fadfcc,2669648064,228000,IDR,D,6160914110,Transfer ke BNI - ILHAM WIJAYA,SUCCESS,2025-09-05,21:42:00,0,Normal
222e440e-d709-4960-94dd-4a556548783d,9226426184,185000,IDR,D,4862005580,Transfer ke BNI - ANISA HIDAYAT,SUCCESS,2025-09-05,21:42:01,0,Normal
dc998b05-d62c-40bd-99f4-ddbb9d9651bd,6221395526,3623000,IDR,D,3474175201,Transfer ke JAGO - LINDA MARTINEZ,SUCCESS,2025-09-05,21:42:03,0,Normal
024d2529-4b5e-41ab-8b80-6f3993811b66,1141605862,1894000,IDR,D,6611118728,Transfer ke PERMATA - MARY DAVIS,SUCCESS,2025-09-05,21:42:04,0,Normal
df212102-73c5-49cf-a4a4-7348de7894fb,5014817690,46000,IDR,D,4712554431,Transfer ke PERMATA - JOHN MILLER,SUCCESS,2025-09-05,21:42:05,0,Normal
7836a93b-b9bb-47e9-a6ff-3eeed730e86b,4985666450,807000,IDR,D,1382294053,Transfer ke BNI - PUTRI PRASETYO,SUCCESS,2025-09-05,21:42:07,0,Normal
a1380d05-5c48-468e-8d04-30fab270f2e6,9292224258,309000,IDR,D,2344087545,Transfer ke BNI - AYU NUGROHO,SUCCESS,2025-09-05,21:42:08,0,Normal
e8a1cca7-da6c-42e1-a614-48475835017a,3640111407,25000,IDR,D,6660541769,Transfer ke BCA - ROBERT DAVIS,SUCCESS,2025-09-05,21:42:09,0,Normal
059271dc-4478-4295-a38d-86031c01e358,4609645630,586000,IDR,D,7492270445,Transfer ke BNI - ANDI RAHARJA,SUCCESS,2025-09-05,21:42:11,0,Normal
43ffdf66-b6ef-4a65-942d-0d3edddabfe1,2811205246,565000,IDR,D,7805958914,Transfer ke BNI - RATNA PURNAMA,SUCCESS,2025-09-05,21:42:12,0,Normal
b69a3416-aabf-4e72-9987-0230564b54a1,5797065642,138000,IDR,D,6991996093,Transfer ke BNI - RIZAL RAHARJA,SUCCESS,2025-09-05,21:42:13,0,Normal
1743a38a-6200-4e08-b951-1cb765898777,1723034853,2107000,IDR,D,7015183420,Transfer ke BNI - FAJAR SETIAWAN,SUCCESS,2025-09-05,21:42:14,0,Normal
91cbd4ef-fd67-4717-931a-d7e472b4f09c,9253958370,25000,IDR,D,7220735299,Transfer ke BNI - RIZKI WIBISONO,SUCCESS,2025-09-05,21:42:16,0,Normal
2386a2ce-abeb-4962-9fc1-4a64a712e19f,9677069684,88000,IDR,D,9131168239,Transfer ke BNI - INTAN PURNAMA,SUCCESS,2025-09-05,21:42:17,0,Normal
5e33c959-ddf7-4022-b211-f6c7f1158464,6342760867,934000,IDR,D,6439693701,Transfer ke BRI - ROBERT WILLIAMS,SUCCESS,2025-09-05,21:42:18,0,Normal
8abf26b7-82ad-4752-8c43-f90ebd21bea3,6941489023,886000,IDR,D,1828809777,Transfer ke MANDIRI - DAVID SMITH,SUCCESS,2025-09-05,21:42:20,0,Normal
2e217228-55e1-4244-85df-87a09b128891,2806519153,388000,IDR,D,8369308889,Transfer ke BNI - RIZAL SUSANTO,SUCCESS,2025-09-05,21:42:21,0,Normal
7f61b1b5-99a5-4ea9-abf6-dea9d853e357,3137550502,788000,IDR,D,1839448392,Transfer ke BRI - DAVID GARCIA,SUCCESS,2025-09-05,21:42:22,0,Normal
3a904116-eae5-49de-9a23-d45543fed880,2048687889,265000,IDR,D,3672807195,Transfer ke PERMATA - JOHN JONES,SUCCESS,2025-09-05,21:42:24,0,Normal
b2e2efda-9c61-48af-aa29-3f386b23acf3,3426025780,859000,IDR,D,1048343459,Transfer ke CIMB - BARBARA JOHNSON,SUCCESS,2025-09-05,21:42:25,0,Normal
4d64e21c-fde7-4e05-ba2d-114eab0dde4b,3972792686,590000,IDR,D,6600239867,Transfer ke BRI - LINDA MARTINEZ,SUCCESS,2025-09-05,21:42:26,0,Normal
ced1baf6-2272-48ac-b4a5-a9035d5565d0,6542245179,987000,IDR,D,1001188797,Transfer ke BNI - ARIF SETIAWAN,SUCCESS,2025-09-05,21:42:27,0,Normal
f335addc-11c7-4ebf-9a57-c8921df6313e,1498008988,149000,IDR,D,1670620925,Transfer ke BNI - DWI PRASETYO,SUCCESS,2025-09-05,21:42:28,0,Normal
8d478d7e-6857-41c9-9dc3-34d458ca56ba,8767088341,107000,IDR,D,8503613906,Transfer ke BNI - ARIF SUSANTO,SUCCESS,2025-09-05,21:42:30,0,Normal
274ec866-2b04-47e7-8d09-df625decadea,8164551032,41000,IDR,D,2526822790,Transfer ke BNI - PUTRI UTAMA,SUCCESS,2025-09-05,21:42:31,0,Normal
1ba5a859-1737-445f-8e92-ce20d9a7dad8,8144441214,65000,IDR,D,2568717746,Transfer ke BNI - HERMAN PURNAMA,SUCCESS,2025-09-05,21:42:32,0,Normal
0b314b27-82f3-4ec8-b85b-6433bbee8e78,9476063888,167000,IDR,D,9084006342,Transfer ke BNI - BAGUS WIBOWO,SUCCESS,2025-09-05,21:42:34,0,Normal
9c0c020f-c489-4a85-b88f-72694707d3e1,9382129918,233000,IDR,D,7065686785,Transfer ke BCA - JOHN DAVIS,SUCCESS,2025-09-05,21:42:35,0,Normal
b4265fc1-63b3-415d-95a0-b10616d3691a,1001188797,154000,IDR,D,2912298959,Transfer ke BCA - ELIZABETH WILLIAMS,SUCCESS,2025-09-05,21:42:36,0,Normal
7142388b-73ae-4934-ad61-de009bc37e6d,8794484722,96000,IDR,D,6104855223,Transfer ke BNI - NADIA UTAMA,SUCCESS,2025-09-05,21:42:37,0,Normal
d92bac42-b0e2-4887-a015-7695528c43f9,6021375723,26000,IDR,D,1944294218,Transfer ke BNI - RINA PERMANA,SUCCESS,2025-09-05,21:42:39,0,Normal
611599f3-bc5e-4389-ae06-256cd4718c7d,5606289885,814000,IDR,D,7568406940,Transfer ke BNI - JOKO FIRMANSYAH,SUCCESS,2025-09-05,21:42:40,0,Normal
c51e9813-859c-4ebb-a01a-7d3a4ebe27cc,4609645630,66000,IDR,D,2466527262,Transfer ke MANDIRI - LINDA SMITH,SUCCESS,2025-09-05,21:42:41,0,Normal
