id,account_num,amount,currency,trx_type,account_to,narrative,status_trx,trx_date,trx_time,created_date,created_by,updated_date,updated_by,criteria_anomali,description_anomali,code_transaction
b63de7cf-782e-488a-ad0d-85abaded2f3b,5581764356,251000,IDR,D,8027275389,Transfer ke BNI - RINA NUGROHO,SUCCESS,2025-09-05,21:39:48,,,,,0,Normal,TRX:nHSAGcSl7AmUAkq85TU2fw
97e14378-26bf-407c-a7a4-08788e18ad00,1262316554,225000,IDR,D,7573055140,Transfer ke BRI - DAVID GARCIA,SUCCESS,2025-09-05,21:39:49,,,,,0,Normal,TRX:PiwBskWfPpDpvcDBf7Cwhb
242c827b-2e55-401a-946a-752e1eec58ba,4781868184,27000,IDR,D,7568406940,Transfer ke BNI - JOKO FIRMANSYAH,SUCCESS,2025-09-05,21:39:50,,,,,0,Normal,TRX:tHDWqVdQHVuaAq9ETsRGYY
11820f0f-2bc6-42fd-a48d-854923a3c90e,4043454456,106000,IDR,D,8282691405,Transfer ke BNI - RAHMAT UTAMA,SUCCESS,2025-09-05,21:39:51,,,,,0,Normal,TRX:zB6ayO7zr5sZpmBVhcKqPW
0ed64cba-08ff-4065-a26e-8ae4c540b9dc,7283194447,84000,IDR,D,3579800165,Transfer ke BNI - RATNA WIBISONO,SUCCESS,2025-09-05,21:39:53,,,,,0,Normal,TRX:cJKgHrlC-ADGOuPvPvkwiX
e954a2ca-91ec-47bd-8056-847f14771009,6273387403,475000,IDR,D,9862146667,Transfer ke BNI - INTAN NUGROHO,SUCCESS,2025-09-05,21:39:54,,,,,0,Normal,TRX:41D2e2BpwnXzcT3Bj3-94a
0cd404fd-aa2a-4ce0-9772-b74d66336ecb,3102671140,87000,IDR,D,7635243971,Transfer ke MANDIRI - LINDA MARTINEZ,SUCCESS,2025-09-05,21:39:55,,,,,0,Normal,TRX:T0H-EknLWay19ZI7bLYKOC
6ce347a5-8242-497e-988b-a88b6fbaddb5,4182583015,191000,IDR,D,9226426184,Transfer ke BNI - SURYA SUSANTO,SUCCESS,2025-09-05,21:39:57,,,,,0,Normal,TRX:hk0LOAIFfYTQQKVqEMV7TP
49ef2594-0d7e-44dd-a499-19214e8bef4c,4993400030,373000,IDR,D,5372118428,Transfer ke PERMATA - JAMES MILLER,SUCCESS,2025-09-05,21:39:58,,,,,0,Normal,TRX:GpuI3RY9ToweU32cHkpqN2
20968263-ad7d-4946-a430-0a6da231e49a,5869740843,169000,IDR,D,2118424454,Transfer ke BRI - PATRICIA BROWN,SUCCESS,2025-09-05,21:39:59,,,,,0,Normal,TRX:UGvPRehthsnpxMqNnSQzrZ
ebdccc84-7250-4c8c-a278-f8ebe010f73c,1368927904,774000,IDR,D,3974018136,Transfer ke BNI - RATNA NUGROHO,SUCCESS,2025-09-05,21:40:00,,,,,0,Normal,TRX:x6YaU9ym3q9QDd3T8VCaIb
b543258f-e33a-4cd4-9f57-ee2ccdb1773b,2344087545,859000,IDR,D,8373544187,Transfer ke PERMATA - JAMES SMITH,SUCCESS,2025-09-05,21:40:02,,,,,0,Normal,TRX:43GxWyhaVKa47aVjk4VVMU
1ac50e28-2785-4f12-adf1-7ec860942002,4043454456,961000,IDR,D,9130076137,Transfer ke BNI - TIARA SUSANTO,SUCCESS,2025-09-05,21:40:03,,,,,0,Normal,TRX:Kwr-q6ByVhDpO6DWSz-VOD
925f87e8-bf82-4a8a-a2ae-2e2ae5fcf9b1,4026773905,319000,IDR,D,7337980136,Transfer ke BNI - ANISA HARYANTO,SUCCESS,2025-09-05,21:40:04,,,,,0,Normal,TRX:Rg6itaMc7XINiz4UKHTXiJ
8ef56637-ffc9-4107-9b42-1f881c610539,5581764356,111000,IDR,D,6755580006,Transfer ke BRI - JOHN JONES,SUCCESS,2025-09-05,21:40:05,,,,,0,Normal,TRX:W0G9UcLxQbPNy-FdlLNe4l
ecdfd975-cebe-4252-a133-7fdad85eeb25,7886988617,174000,IDR,D,2315399362,Transfer ke CIMB - ELIZABETH RODRIGUEZ,SUCCESS,2025-09-05,21:40:07,,,,,0,Normal,TRX:FGsOcnLGsjkIWdXKcwgFxN
e38a1fa5-ffd9-48d1-8d13-a28856ab2ea9,3191464702,14000,IDR,D,9717606490,Transfer ke MANDIRI - LINDA JONES,SUCCESS,2025-09-05,21:40:08,,,,,0,Normal,TRX:zCnxQh9xiAEIf7SxwA2NJF
a78d95af-17f0-4314-91c3-3e8fa667d7b0,9364768077,81000,IDR,D,8752601836,Transfer ke BRI - MICHAEL SMITH,SUCCESS,2025-09-05,21:40:09,,,,,0,Normal,TRX:4A0jSMUIjf5v5Y174QdG23
1923a4bf-a4f8-497f-8d41-15d715fb1a53,3651780355,164000,IDR,D,4832835394,Transfer ke BNI - FARAH PRATAMA,SUCCESS,2025-09-05,21:40:11,,,,,0,Normal,TRX:tgh9hJqHwvKogx9FvhWCXd
989d98d7-1f68-4d06-ad27-4644a22c25ea,1743495192,64000,IDR,D,2152159248,Transfer ke CIMB - ELIZABETH RODRIGUEZ,SUCCESS,2025-09-05,21:40:12,,,,,0,Normal,TRX:Ks-CWI26jaaSpQ630eXb8U
a6d1b1eb-d93e-479d-95e7-b52f250da145,1382294053,18000,IDR,D,5982410387,Transfer ke PERMATA - LINDA MILLER,SUCCESS,2025-09-05,21:40:13,,,,,0,Normal,TRX:yA021zjA-rRGRgdlWE3DnT
6a2a61d9-1811-45a6-941a-23da41af5c12,4389411164,234000,IDR,D,8546180062,Transfer ke BCA - BARBARA JOHNSON,SUCCESS,2025-09-05,21:40:14,,,,,0,Normal,TRX:VvPmu-FaeWBAGA7-cJXnPn
4c146d9a-850a-494d-9214-c1cc227c9dea,6470169667,657000,IDR,D,9444447804,Transfer ke BNI - TIARA HIDAYAT,SUCCESS,2025-09-05,21:40:16,,,,,0,Normal,TRX:SqZcyzHiCzQ497u5Ka5VuD
2328702e-219a-4bc5-a41d-e85970462785,7335752002,879000,IDR,D,6828233771,Transfer ke BNI - SITI NUGRAHA,SUCCESS,2025-09-05,21:40:17,,,,,0,Normal,TRX:ePo7It4CwXisP9fyi06QHw
28c4b9b8-1cdd-459b-bc42-bc03bb459df9,8150956541,145000,IDR,D,4630119667,Transfer ke PERMATA - DAVID MILLER,SUCCESS,2025-09-05,21:40:18,,,,,0,Normal,TRX:ClnuXfUQsWaRNxLLd6D6Hx
9ba1e569-c3bd-4c40-a139-367a02c791af,4816844400,85000,IDR,D,1132211236,Transfer ke MANDIRI - MICHAEL DAVIS,SUCCESS,2025-09-05,21:40:19,,,,,0,Normal,TRX:lWWDKASs6S1SQpkuLUFzCi
04083932-3a99-4ad0-b9e6-66729214eda8,2009488263,66000,IDR,D,7152874220,Transfer ke BNI - ANDI ADITYA,SUCCESS,2025-09-05,21:40:21,,,,,0,Normal,TRX:HGv1dilvuqZL9VkVMFrTZ4
5989cebf-ac1f-40f5-b5b0-5f7a0b9b3b68,4816844400,183000,IDR,D,4217283170,Transfer ke PERMATA - BARBARA MARTINEZ,SUCCESS,2025-09-05,21:40:22,,,,,0,Normal,TRX:IizXFax48HSr5w-u3sOzV4
3dacf8c5-635b-4e0d-8894-3174454a7d00,1241839674,190000,IDR,D,2404495094,Transfer ke BNI - ANISA MAHARDIKA,SUCCESS,2025-09-05,21:40:23,,,,,0,Normal,TRX:pYOfQ-vvzRbPnZMoqCyf4Z
84561acc-b835-4c1a-bb16-1a787f00b378,3730268254,155000,IDR,D,5807525599,Transfer ke MANDIRI - JAMES JONES,SUCCESS,2025-09-05,21:40:24,,,,,0,Normal,TRX:QnxuL2ZFcKTtqFU-eDUVce
0c89127a-00c7-41e1-a936-e2576c93cabf,2568717746,442000,IDR,D,4897612986,Transfer ke JAGO - MICHAEL SMITH,SUCCESS,2025-09-05,21:40:26,,,,,0,Normal,TRX:QORjLY4wvpigiERnpUUpgr
1faca3a7-f871-4b3d-bd4f-2f2317e3bd9c,5714971371,838000,IDR,D,5481857052,Transfer ke CIMB - DAVID JONES,SUCCESS,2025-09-05,21:40:27,,,,,0,Normal,TRX:gC4DQEhbC4a0FMJceFd9q5
5a2025ac-9351-4b3e-bc04-cce55b3e4ef2,5696459759,4959000,IDR,D,4620870523,Transfer ke BRI - DAVID JONES,SUCCESS,2025-09-05,21:40:28,,,,,0,Normal,TRX:aboG0hMmuKIROgkLugvrYQ
dd7d5d00-e768-41ab-b24c-38746ad03741,4844382491,95000,IDR,D,3384026449,Transfer ke BNI - TRI NUGROHO,SUCCESS,2025-09-05,21:40:29,,,,,0,Normal,TRX:AkV-zRdfdsOc3YlijWDGJR
e894198e-f3e0-4f65-acd0-70c6d446a904,8308950192,62000,IDR,D,4137050025,Transfer ke BNI - RATNA FIRMANSYAH,SUCCESS,2025-09-05,21:40:31,,,,,0,Normal,TRX:ULNDXrqneMONONd52WQ4X0
7d5d7958-dc30-478e-8cab-2e1da0f9ac5e,4043454456,774000,IDR,D,2525725520,Transfer ke MANDIRI - JOHN DAVIS,SUCCESS,2025-09-05,21:40:32,,,,,0,Normal,TRX:tVCgo9BUcMvqKEkUVI32rX
053b1ec0-4043-41df-89ac-2bb6afdcda78,7220735299,123000,IDR,D,3474175201,Transfer ke JAGO - LINDA MARTINEZ,SUCCESS,2025-09-05,21:40:33,,,,,0,Normal,TRX:O15Z9HlLDGAMfigibFGfvP
ed8fae58-d7e2-45ea-8ce5-98bc60c77fd0,5448204908,566000,IDR,D,8164551032,Transfer ke BNI - YUDA PRATAMA,SUCCESS,2025-09-05,21:40:35,,,,,0,Normal,TRX:IHV7DMRUgbUkZZEXVSN76G
e8de5fc5-fad0-4750-a9b4-025730fa782c,1047952711,766000,IDR,D,2886186676,Transfer ke BNI - LESTARI HIDAYAT,SUCCESS,2025-09-05,21:40:36,,,,,0,Normal,TRX:rpAkW5L3lOMblGdmwP3GwB
addef25b-6236-4af0-8b79-b53bd38646a2,6129732501,289000,IDR,D,9914754324,Transfer ke BNI - ANDI RAHARJA,SUCCESS,2025-09-05,21:40:37,,,,,0,Normal,TRX:boSE-hOS2K1G6Fis3a3cFd
dd608395-72fb-4683-93b8-6bd435d9563c,6542245179,525000,IDR,D,2775550361,Transfer ke BNI - ANDI SUSANTO,SUCCESS,2025-09-05,21:40:38,,,,,0,Normal,TRX:AuboBjB-X87oDeZeSABC-M
e20f2543-3144-4af6-b6bc-ca413b14e218,2806519153,89000,IDR,D,9130076137,Transfer ke BNI - TIARA SUSANTO,SUCCESS,2025-09-05,21:40:40,,,,,0,Normal,TRX:mgr198DAW3X0TTShwRrUWO
3c5fd6d0-a33d-4cb1-8279-85b0f2e56e28,9153637251,19000,IDR,D,9953632820,Transfer ke CIMB - JAMES BROWN,SUCCESS,2025-09-05,21:40:41,,,,,0,Normal,TRX:P1mORfmk9kuZNPr8FPof4n
518c0538-0b83-4e3a-8729-cace9d2207f1,1292991251,89000,IDR,D,4118029628,Transfer ke BNI - AYU SETIAWAN,SUCCESS,2025-09-05,21:40:42,,,,,0,Normal,TRX:GoHPvKFy4qN56ps1iwNDph
4585fb8d-a4f5-43b0-a505-53d0245f917b,5981094393,66000,IDR,D,8756833495,Transfer ke BRI - MARY SMITH,SUCCESS,2025-09-05,21:40:43,,,,,0,Normal,TRX:0Cx4vXPcsX7dd0t5JjTGhe
e34f6c53-30d7-43d7-8d0d-33e3cf6fad38,4864883510,227000,IDR,D,7475191410,Transfer ke BNI - ILHAM PERMANA,SUCCESS,2025-09-05,21:40:45,,,,,0,Normal,TRX:zVOusmqHEbVnW70u4OaRmc
8938ca78-24ce-4ab6-963e-cf7205f73ef1,3119257051,179000,IDR,D,5222995229,Transfer ke BNI - MELATI ADITYA,SUCCESS,2025-09-05,21:40:46,,,,,0,Normal,TRX:5cNBXuo9AMGch3z2r3VQ9p
92060b66-4e09-4c1b-bc02-77c5c6dc8c2b,2069316074,546000,IDR,D,6177063022,Transfer ke BRI - PATRICIA SMITH,SUCCESS,2025-09-05,21:40:47,,,,,0,Normal,TRX:2UhwKQxIzV9BPI7e2LcT8C
6be32566-f854-4567-a055-03ecc2c57e5f,8610438478,3599000,IDR,D,3008912751,Transfer ke BNI - ANDI MAHARDIKA,SUCCESS,2025-09-05,21:40:49,,,,,0,Normal,TRX:z5BiBol7B5RZME32W1k0mq
3dd4be06-24f5-418b-8ca4-7ecb2dedbc4b,9884602555,859000,IDR,D,1241839674,Transfer ke BNI - BAYU PRASETYO,SUCCESS,2025-09-05,21:40:50,,,,,0,Normal,TRX:w0U137QBZKecEwmLBdMC2m
54c2a2f6-dd06-4c5d-a2a2-d26633046591,9862146667,861000,IDR,D,8634081773,Transfer ke BNI - YUDA KUSUMA,SUCCESS,2025-09-05,21:40:51,,,,,0,Normal,TRX:yHfUuYafxEFqXhrWeL5Nik
8fbc6d94-8bbe-4a1d-ae9a-ed5ac40eb353,1670620925,78000,IDR,D,1654148174,Transfer ke PERMATA - MICHAEL DAVIS,SUCCESS,2025-09-05,21:40:52,,,,,0,Normal,TRX:NQDphbH-9YvvHiQtmuPsVz
6fcb2d1f-8732-4741-b787-fb8bb5aa1be2,1766061854,53000,IDR,D,5660905397,Transfer ke MANDIRI - JAMES SMITH,SUCCESS,2025-09-05,21:40:54,,,,,0,Normal,TRX:D5DbOKK5ria8Jwfb-J-qOv
c5d981c6-79ad-4b8a-b1ff-6b8d1ad7e3bd,2526822790,166000,IDR,D,6941489023,Transfer ke BNI - INTAN MAHARDIKA,SUCCESS,2025-09-05,21:40:55,,,,,0,Normal,TRX:t99n3ZJms1WbIVSo42lBTr
f31aa24f-64b1-4f0c-8a37-662ce0c1e4a7,5350895948,71000,IDR,D,1382294053,Transfer ke BNI - PUTRI PRASETYO,SUCCESS,2025-09-05,21:40:56,,,,,0,Normal,TRX:8Z3q-jWke3KO9W19BsqGrn
5f9e8530-bd72-428d-a415-9a7b60affaaa,7137808980,175000,IDR,D,4057565946,Transfer ke CIMB - MICHAEL JONES,SUCCESS,2025-09-05,21:40:57,,,,,0,Normal,TRX:L0j7QyqmUvoPsV313EC9cE
564b8d7d-7930-4485-85ac-9f3adea1d486,8326829913,831000,IDR,D,6831957656,Transfer ke BNI - ANISA WIBISONO,SUCCESS,2025-09-05,21:40:59,,,,,0,Normal,TRX:eoSdKnaChnjfkz6Qs-TDrT
07320566-9573-4c52-9912-c8314d95d9da,4781868184,488000,IDR,D,2738038406,Transfer ke PERMATA - JAMES RODRIGUEZ,SUCCESS,2025-09-05,21:41:00,,,,,0,Normal,TRX:h1k1I7fp7sd0Ein2-tU4DO
3556ea60-a50e-4022-a876-674df40a0293,2734367797,94000,IDR,D,8290057680,Transfer ke MANDIRI - PATRICIA BROWN,SUCCESS,2025-09-05,21:41:01,,,,,0,Normal,TRX:bpjbmp19c4Q07ztae898zR
05b20d02-36d5-468a-9078-17214e029f9a,6519055695,113000,IDR,D,1368927904,Transfer ke BNI - ANISA HARYANTO,SUCCESS,2025-09-05,21:41:02,,,,,0,Normal,TRX:sIaHNv9IKRKqOB9w9CcICx
3dce1a7e-adb5-4570-aa5c-a841fa0bb5e4,2404495094,944000,IDR,D,4105930522,Transfer ke BNI - PUTRI SETIAWAN,SUCCESS,2025-09-05,21:41:04,,,,,0,Normal,TRX:UFmrCwpAk5nqy84MEe5ftS
488bc34d-c74e-4278-88ec-f70b0d575e4d,5043714431,227000,IDR,D,1691302089,Transfer ke BCA - ROBERT DAVIS,SUCCESS,2025-09-05,21:41:05,,,,,0,Normal,TRX:xNOdlRNneRfpud3rve5ccG
b7f0bc43-4846-4a99-bd02-d216ab9b4526,6500936559,26000,IDR,D,4850542022,Transfer ke BNI - INTAN FIRMANSYAH,SUCCESS,2025-09-05,21:41:06,,,,,0,Normal,TRX:fUIr25DSUWvCOmEPok-8-G
c6eeab41-06ac-478f-8213-21c4659bd9b1,2568717746,554000,IDR,D,8871689541,Transfer ke BNI - KARTIKA NUGROHO,SUCCESS,2025-09-05,21:41:07,,,,,0,Normal,TRX:9vlThGzuoxxRK2tB0vQwzJ
1d41255d-8029-4f8e-addc-72e78074a430,3191464702,193000,IDR,D,6470169667,Transfer ke BNI - DEWI KURNIA,SUCCESS,2025-09-05,21:41:09,,,,,0,Normal,TRX:3pS80My3AnGWHjgMhTx88o
77110bbd-4ceb-4d0e-b61b-68fdaedc2f9d,7161383718,998000,IDR,D,3237855551,Transfer ke JAGO - BARBARA WILLIAMS,SUCCESS,2025-09-05,21:41:10,,,,,0,Normal,TRX:4UGB0DOXEGAX247D-zhJBZ
5b5a8586-5aea-4259-b407-9b811ad7b831,8388816028,139000,IDR,D,5981094393,Transfer ke BNI - BAGUS WIBISONO,SUCCESS,2025-09-05,21:41:11,,,,,0,Normal,TRX:PynQ6ZEOISTc-iK2m6Q5rf
98eadc55-384a-4b50-b210-3c268d13008b,1216199607,78000,IDR,D,4832835394,Transfer ke BNI - FARAH PRATAMA,SUCCESS,2025-09-05,21:41:12,,,,,0,Normal,TRX:CyVXq1jvTwaEo8J9KQInhc
952a6724-44bc-4aa1-9000-8af3c7d27108,9244991942,173000,IDR,D,8945733804,Transfer ke BNI - PUTRI ADITYA,SUCCESS,2025-09-05,21:41:14,,,,,0,Normal,TRX:U9ehT78SnDwpKzP-1c0uVj
4222403b-c923-4186-82c5-e2b54bf350d8,1141605862,150000,IDR,D,7090454392,Transfer ke PERMATA - ELIZABETH MILLER,SUCCESS,2025-09-05,21:41:15,,,,,0,Normal,TRX:mJncI-M7FxqZbDT4jqVaDc
af6cb807-c70c-468d-a24b-79d66e097ec4,8090741016,54000,IDR,D,2896869728,Transfer ke BRI - MICHAEL JOHNSON,SUCCESS,2025-09-05,21:41:16,,,,,0,Normal,TRX:5on8JXq7z-hFOPayqgkT3X
942d6259-e113-478a-964c-d119a14c0b67,8601664623,804000,IDR,D,9544919070,Transfer ke BNI - DIAN KUSUMA,SUCCESS,2025-09-05,21:41:17,,,,,0,Normal,TRX:VSq0fDSmRldXNtP4eKin15
b74d3984-1587-4c34-9262-97eba5453f28,1667179950,59000,IDR,D,9353752463,Transfer ke CIMB - ROBERT GARCIA,SUCCESS,2025-09-05,21:41:19,,,,,0,Normal,TRX:KwVlSD-6PlsRr1GuQqWA4Z
13805dcd-2291-47d7-a019-62e8031d15ed,4126577063,21000,IDR,D,2028534971,Transfer ke BNI - WULAN PRATAMA,SUCCESS,2025-09-05,21:41:20,,,,,0,Normal,TRX:phr53Gz2SNUwUthimOTATJ
80998b1f-6775-4705-aade-6faac7d6ae5c,3352679948,174000,IDR,D,7033331024,Transfer ke JAGO - ELIZABETH BROWN,SUCCESS,2025-09-05,21:41:21,,,,,0,Normal,TRX:uHpxAt6UYrwvd4wncqgF3T
d134b77b-b258-49c2-a96b-3db384f1c692,8610438478,682000,IDR,D,9239909016,Transfer ke BNI - INTAN PURNAMA,SUCCESS,2025-09-05,21:41:22,,,,,0,Normal,TRX:ztodWyWXmRJUTXODsxsH8u
6642a706-4113-4ddb-b61c-108d3d24dbe7,7931470525,880000,IDR,D,7220735299,Transfer ke BNI - RIZKI WIBISONO,SUCCESS,2025-09-05,21:41:24,,,,,0,Normal,TRX:8bwrVsQ5A1PCv3AuPkdLpG
4fe7f52a-0f39-4533-90de-fc994642d6c3,9292224258,483000,IDR,D,6831957656,Transfer ke BNI - ANISA WIBISONO,SUCCESS,2025-09-05,21:41:25,,,,,0,Normal,TRX:xfupPqpH7HljVn6NxWwapG
a27c6c43-3811-4f76-aa16-446f07b8580e,5350895948,58000,IDR,D,1670620925,Transfer ke BNI - DWI PRASETYO,SUCCESS,2025-09-05,21:41:26,,,,,0,Normal,TRX:IxVv1QcyqLZFwy2HGyb1N-
2874e812-9845-44d9-bd63-a6071cc69082,9613034189,242000,IDR,D,3200565562,Transfer ke MANDIRI - PATRICIA MILLER,SUCCESS,2025-09-05,21:41:27,,,,,0,Normal,TRX:t6mNpdxhnZ2ZGwMIVzPOb1
0706ef12-2f47-48fe-b314-beecb3eaf621,9475891103,52000,IDR,D,5350895948,Transfer ke BNI - RIZAL RAHARJA,SUCCESS,2025-09-05,21:41:29,,,,,0,Normal,TRX:vt24woCbi6ohhD8xJ6Vo9H
53482888-3baa-40df-a7bc-467c910390e4,7658025135,757000,IDR,D,3816899573,Transfer ke CIMB - ELIZABETH MILLER,SUCCESS,2025-09-05,21:41:30,,,,,0,Normal,TRX:knZiHMd6EaAToUcArfHPG8
07ac86a1-c73c-438a-8f21-f145226275af,2099005800,442000,IDR,D,7337980136,Transfer ke BNI - ANISA HARYANTO,SUCCESS,2025-09-05,21:41:31,,,,,0,Normal,TRX:JKIt8OIAXKK0bHvcc2YWPa
1e3c0710-d23b-4f8e-b5db-0d101463d71f,1591991638,126000,IDR,D,8491079539,Transfer ke BNI - SITI WIBISONO,SUCCESS,2025-09-05,21:41:32,,,,,0,Normal,TRX:h8--Pr7S6l8EInbDbCgkUT
062a9cbf-dd39-4901-aaa4-63a59df59cb4,4952363137,147000,IDR,D,1303485991,Transfer ke PERMATA - MARY MILLER,SUCCESS,2025-09-05,21:41:34,,,,,0,Normal,TRX:92fLuYIFGM3USinSVrrF8m
492d6126-a2cd-4b79-a9dd-9fe9dfa709eb,1670620925,172000,IDR,D,4281816987,Transfer ke MANDIRI - ELIZABETH MARTINEZ,SUCCESS,2025-09-05,21:41:35,,,,,0,Normal,TRX:YrhMYQEojE8ZKzNqPCJeud
5598e442-4033-465d-9bad-078e74602c7b,2886186676,1889000,IDR,D,2605315646,Transfer ke BRI - ROBERT WILLIAMS,SUCCESS,2025-09-05,21:41:36,,,,,0,Normal,TRX:SnYEUNP30RUWj8cjJ8QqTJ
1727af49-e5aa-46f1-8e6f-c796116be40c,3352679948,983000,IDR,D,1546226275,Transfer ke BNI - MELATI NUGRAHA,SUCCESS,2025-09-05,21:41:37,,,,,0,Normal,TRX:01azRkqrJ0ZiEtqPDztA8G
1a21921e-292c-453b-a411-7cad3f665c41,4592046047,481000,IDR,D,2077933952,Transfer ke PERMATA - ELIZABETH SMITH,SUCCESS,2025-09-05,21:41:39,,,,,0,Normal,TRX:y5syVly35nIVmy9xBPnZtN
bc22d433-72dd-4eb5-ba72-876b0f2fa903,1227369156,2205000,IDR,D,5430518627,Transfer ke BNI - ANISA MAHARDIKA,SUCCESS,2025-09-05,21:41:40,,,,,0,Normal,TRX:s5p-eR12oDhVdoS1RS9Ce-
c570153f-280d-46c9-9424-7b3f957a5400,6663435078,584000,IDR,D,8491079539,Transfer ke BNI - SITI WIBISONO,SUCCESS,2025-09-05,21:41:41,,,,,0,Normal,TRX:Q7RtXfLahIPJ0TyTEP8vtz
f95bc4ca-577b-4a28-aad6-7fe9fb7a7e6a,5430518627,945000,IDR,D,2069316074,Transfer ke BNI - TRI ADITYA,SUCCESS,2025-09-05,21:41:43,,,,,0,Normal,TRX:naSHyU3Q3QmSxdwLjNYhZb
05fd3aa5-47ef-46da-914a-ba2ae79dbea1,5869740843,103000,IDR,D,3004600784,Transfer ke PERMATA - BARBARA MARTINEZ,SUCCESS,2025-09-05,21:41:44,,,,,0,Normal,TRX:xWK5Vpk-BlaNxhrIw3W71j
2c6cb419-2479-40f3-9128-f3c8c0cf83f4,7658025135,214000,IDR,D,4538876424,Transfer ke CIMB - MARY WILLIAMS,SUCCESS,2025-09-05,21:41:45,,,,,0,Normal,TRX:mug6yBiS6-u0w228WGWk0y
e79ec5f9-e1f9-4bdb-9d7a-af7607e1d213,9862146667,133000,IDR,D,5235082417,Transfer ke BNI - RIZKI FIRMANSYAH,SUCCESS,2025-09-05,21:41:46,,,,,0,Normal,TRX:V-p8G0OSpYbJrsabPmDxsF
9af07061-4f16-4046-9186-a8cc5a7dd035,1253956463,926000,IDR,D,2343518626,Transfer ke JAGO - JOHN WILLIAMS,SUCCESS,2025-09-05,21:41:48,,,,,0,Normal,TRX:FHza7ExhDFOHgU07jC81wC
16b0a7eb-2986-4d54-91ec-c98a7cba43aa,7926270387,143000,IDR,D,3167305575,Transfer ke JAGO - ROBERT MARTINEZ,SUCCESS,2025-09-05,21:41:49,,,,,0,Normal,TRX:W6UnQ80RbCF1E5pLJQQ3V6
07d7934a-f9fb-415b-9edc-939e22399713,4043454456,46000,IDR,D,4985666450,Transfer ke BNI - FITRI PRASETYO,SUCCESS,2025-09-05,21:41:50,,,,,0,Normal,TRX:uvKfaXNi1A0gur-m-XeDRC
0c21eb22-16ff-40b8-bfe9-4f4ffd6fa7c7,7335752002,3577000,IDR,D,1227369156,Transfer ke BNI - RIZAL KUSUMA,SUCCESS,2025-09-05,21:41:51,,,,,0,Normal,TRX:2-Y-LePh2ksDC7jk40jKhG
5e501656-ddef-48e7-be93-5945eb12fc40,1058380613,359000,IDR,D,8395566987,Transfer ke PERMATA - MARY JONES,SUCCESS,2025-09-05,21:41:53,,,,,0,Normal,TRX:PcfuSBbAt1XNS6X0vOZj6o
f41900df-2a1b-4757-aaf0-0df6819112aa,8028867917,271000,IDR,D,1001188797,Transfer ke BNI - ARIF SETIAWAN,SUCCESS,2025-09-05,21:41:54,,,,,0,Normal,TRX:m8WzfET3f7VbFawIpq9n7A
